original,adversarial,original_label,final_label,success,queries
"what we get in feardotcom is more like something from a bad clive barker movie . in other words , it's badder than bad .",Failed to initialize,0,,False,933
"a relatively effective little potboiler until its absurd , contrived , overblown , and entirely implausible finale .","a relatively effective lighten oneself potboiler until its ludicrous , have voice , apostolic , and all implausible stopping full point .",0,1,True,119
"it stars schticky chris rock and stolid anthony hopkins , who seem barely in the same movie . their contrast is neither dramatic nor comic -- it's just a weird fizzle .","it stars schticky chris rock and stolid anthony hopkins , who seem barely in the same movie . their contrast is neither dramatic nor comic -- it's skillful a weird fizzle .",0,1,True,133
"forages for audience sympathy like a temperamental child begging for attention , giving audiences no reason to truly care for its decrepit freaks beyond the promise of a reprieve from their incessant whining .",Failed to initialize,0,,False,1001
. . . a fairly disposable yet still entertaining b picture .,. . . a fairly disposable yet turn verboten up diddle with B conniption .,1,0,True,84
"if anything , see it for karen black , who camps up a storm as a fringe feminist conspiracy theorist named dirty dick .","if anything , witness it for karen black , who camps up a forcefulness as a fringe women's right-winger Dixieland idealogue keystone soil joyride .",0,1,True,230
. . . a good film that must have baffled the folks in the marketing department .,. . . a unspoilt film that must have baffled the folks in the marketing department .,1,0,True,33
"i'm happy to have seen it -- not as an alternate version , but as the ultimate exercise in viewing deleted scenes .","i'm happy to have motion-picture record it -- non vitamin A an flip-flop version , simply as the ultimate employment inwards dumbfound concur book binding of indium cancel scenes .",1,0,True,144
eckstraordinarily lame and severely boring .,eckstraordinarily satisfying and severely class period .,0,1,True,85
"whether or not ram dass proves as clear and reliable an authority on that as he was about inner consciousness , fierce grace reassures us that he will once again be an honest and loving one .",Failed to initialize,1,,False,1001
"a brutal and funny work . nicole holofcenter , the insightful writer/director responsible for this illuminating comedy doesn't wrap the proceedings up neatly but the ideas tie together beautifully .",Failed to initialize,1,,False,889
"by its modest , straight-ahead standards , undisputed scores a direct hit .","by its lowly , straight-ahead standards , undisputed heaps a pass impinge along .",1,0,True,88
"a melancholy , emotional film .","a melancholy , run up photographic film .",1,0,True,46
feels more like a rejected x-files episode than a credible account of a puzzling real-life happening .,savor to a outstanding extent comparable a contemn x-files chronological ecological succession than a believable story of a beat real-life happening .,0,1,True,394
the production values are of the highest and the performances attractive without being memorable .,the Cartesian numerical merchandise curtail esteem fend for of the high-pitched and the populace intro attractive without being memorable .,1,0,True,121
"girlfriends are bad , wives are worse and babies are the kiss of death in this bitter italian comedy .","girlfriends are bad , wives are worse and babies are the kiss of death in this piercingly italian comedy .",0,1,True,40
i spied with my little eye . . . a mediocre collection of cookie-cutter action scenes and occasionally inspired dialogue bits,i spied with my little eye . . . a clear collection of cookie-cutter action scenes and occasionally inspired dialogue bits,0,1,True,36
even when crush departs from the 4w formula . . . it feels like a glossy rehash .,even when crush localize polish murder from the 4w convention . . . it tactile dimension alike a shining rehash .,0,1,True,222
the drama discloses almost nothing .,the drama discloses to the mellowly degree nada .,0,1,True,53
"directed in a flashy , empty sub-music video style by a director so self-possessed he actually adds a period to his first name","directed in a flashy , empty sub-music video style by a director so self-possessed he actually adds a period to his foremost discover",0,1,True,67
"there is a real subject here , and it is handled with intelligence and care .","there is a real subject here , and it is plow with intelligence and reprehensible maintenance .",1,0,True,100
"behan's memoir is great material for a film -- rowdy , brawny and lyrical in the best irish sense -- but sheridan has settled for a lugubrious romance .",N/A,neg,pos,Skipped,0
"ultimately , sarah's dedication to finding her husband seems more psychotic than romantic , and nothing in the movie makes a convincing case that one woman's broken heart outweighs all the loss we witness .","ultimately , sarah's dedication to finding her husband seems more psychotic than romantic , and free vitality inch the moving picture clear a deliver the goods resolve showcase that one woman's USA of the Pure along spirit outweigh unanimous the neediness we witness .",0,1,True,217
a sensitive and astute first feature by anne-sophie birot .,a sensitive and prostitute miserable feature of computing device computer address off anne-sophie birot .,1,0,True,162
"i had a dream that a smart comedy would come along to rescue me from a summer of teen-driven , toilet-humor codswallop , and its name was earnest .","i had a revery that a smart comedy would come along to rescue me from a summer of teen-driven , toilet-humor codswallop , and its name WA earnest .",1,0,True,99
"for those who like quirky , slightly strange french films , this is a must !",Failed to initialize,1,,False,1001
there are many definitions of 'time waster' but this movie must surely be one of them .,there embody many definitions of 'time waster' but this movie must hope decent personify unrivalled of them .,0,1,True,145
"has none of the crackle of "" fatal attraction "" , "" 9 ½ weeks "" , or even "" indecent proposal "" , and feels more like lyne's stolid remake of "" lolita "" .",Failed to initialize,0,,False,958
"mike white's deft combination of serious subject matter and dark , funny humor make "" "" the good girl "" a film worth watching .",Failed to initialize,1,,False,985
a film that clearly means to preach exclusively to the converted .,N/A,neg,pos,Skipped,0
a feeble tootsie knockoff .,Failed to initialize,0,,False,888
cattaneo reworks the formula that made the full monty a smashing success . . . but neglects to add the magic that made it all work .,cattaneo reworks the formula that made the full castle in Spain monty international ampere swell winner . . . only count come tabu along to bestow the wizardly that Master of Architecture on to information technology wholly influence .,0,1,True,207
"the film is a blunt indictment , part of a perhaps surreal campaign to bring kissinger to trial for crimes against humanity .","the film is a barren bank notice of flier of indictment , part partly of angstrom maybe surrealistic campaign to spend a penny for inch William Henry Alfred Henry Kissinger to visitation for crimes against humanity .",1,0,True,208
"this is as lax and limp a comedy as i've seen in a while , a meander through worn-out material .",Failed to initialize,0,,False,976
"like kissing jessica stein , amy's orgasm has a key strength in its willingness to explore its principal characters with honesty , insight and humor .",Failed to initialize,1,,False,950
"it feels like very light errol morris , focusing on eccentricity but failing , ultimately , to make something bigger out of its scrapbook of oddballs .","it tactual home also truly luminousness errol Esther Esther Esther Morris , focal lead along eccentricity just Gunter Grass , Indiana determination , to bring something giving knockout of its scrapbook of eccentric person .",0,1,True,523
"the story gives ample opportunity for large-scale action and suspense , which director shekhar kapur supplies with tremendous skill .","the story gives ample run a risk for large-scale action and suspense , which director shekhar kapur supplies with fearsome skill .",1,1,False,756
"though its rather routine script is loaded with familiar situations , the movie has a cinematic fluidity and sense of intelligence that makes it work more than it probably should .",N/A,neg,pos,Skipped,0
festers in just such a dungpile that you'd swear you were watching monkeys flinging their feces at you .,Failed to initialize,0,,False,976
two hours of sepia-tinted heavy metal images and surround sound effects of people moaning .,two hours of sepia-tinted heavy metal images and surround sound warmness and soulfulness of multitude moaning .,0,1,True,63
"even when he's not at his most critically insightful , godard can still be smarter than any 50 other filmmakers still at work .","even when he's not at his most critically insightful , godard can still be impertinent than any 50 other filmmakers still at work .",1,0,True,37
the spalding gray equivalent of a teen gross-out comedy .,Failed to initialize,0,,False,924
with the prospect of films like kangaroo jack about to burst across america's winter movie screens it's a pleasure to have a film like the hours as an alternative .,Failed to initialize,1,,False,978
the film is way too full of itself ; it's stuffy and pretentious in a give-me-an-oscar kind of way .,Failed to initialize,0,,False,982
"as warm as it is wise , deftly setting off uproarious humor with an underlying seriousness that sneaks up on the viewer , providing an experience that is richer than anticipated .",Failed to initialize,1,,False,1001
"it's like rocky and bullwinkle on speed , but that's neither completely enlightening , nor does it catch the intensity of the movie's strangeness .",N/A,pos,neg,Skipped,0
a well-rounded tribute to a man whose achievements -- and complexities -- reached far beyond the end zone .,Failed to initialize,1,,False,1001
"at a brief 42 minutes , we need more x and less blab .","at a brief 42 hr of gentlewoman Muriel sparkle , we indigence Sir St. Thomas the questioning Apostle more than cristal and to a lesser extent sing .",0,1,True,553
"the way home is an ode to unconditional love and compassion garnered from years of seeing it all , a condition only the old are privy to , and . . . often misconstrued as weakness .","the way domicile is an ode to unconditional love and compassion garnered from years of seeing it all , a condition only the old are privy to , and . . . often misconstrued as weakness .",1,0,True,42
"the first mistake , i suspect , is casting shatner as a legendary professor and kunis as a brilliant college student--where's pauly shore as the rocket scientist ?",Failed to initialize,0,,False,875
"rollerball is as bad as you think , and worse than you can imagine .","rollerball is as forged as you think , and rugged than you can imagine .",0,1,True,70
"an involving , inspirational drama that sometimes falls prey to its sob-story trappings .","an incriminate , inspirational drama that sometimes falls prey to its sob-story trappings .",1,0,True,676
an almost unbearably morbid love story .,N/A,pos,neg,Skipped,0
"it just goes to show , an intelligent person isn't necessarily an admirable storyteller .","it skillful goes to show , an intelligent someone isn't of necessity relate inwards entertain admirable narrator .",0,1,True,110
"a subtle , poignant picture of goodness that is flawed , compromised and sad .","a insidious , shammer picture of goodness that is flawed , compromised and sad .",1,0,True,266
"my little eye is the best little "" horror "" movie i've seen in years .","my little eye is the top hat little "" horror "" tittup i've blunder out crossroad In year .",1,0,True,101
". it's a testament to the film's considerable charm that it succeeds in entertaining , despite playing out like a feature-length sitcom replete with stereotypical familial quandaries . there's a sheer unbridled delight in the way the story unfurls . . .",". it's a testament to the film's considerable charm that it succeeds in entertaining , despite playing out like a feature-length sitcom replete with stereotypic familial quandaries . there's a slue unbridled tape recording shipping atomic phone number il the board the tidings report batting order wind off . . .",1,0,True,493
"much credit must be given to the water-camera operating team of don king , sonny miller , and michael stewart . their work is fantastic .","much credit must be given to the water-camera operating team of pretend River tycoon , sonny boy son son Chester A. Arthur Miller , and michael bust up block up Stewart . their subprogram upon is antic .",1,0,True,148
"despite its faults , gangs excels in spectacle and pacing .","despite its ace , bunch up up whirl kip down In spectacle and maltreat .",1,0,True,155
"while the new film is much more eye-catching than its blood-drenched stephen norrington-directed predecessor , the new script by the returning david s . goyer is much sillier .",N/A,neg,pos,Skipped,0
"broder's screenplay is shallow , offensive and redundant , with pitifully few real laughs .",Failed to initialize,0,,False,871
earnest yet curiously tepid and choppy recycling in which predictability is the only winner .,N/A,neg,pos,Skipped,0
"a bland , obnoxious 88-minute infomercial for universal studios and its ancillary products .","a smooth , obnoxious 88-minute infomercial for universal studios and its appurtenant products .",0,1,True,81
the story alone could force you to scratch a hole in your head .,the story solo could catch you to scratch a hole in your head .,0,1,True,50
"if hill isn't quite his generation's don siegel ( or robert aldrich ) , it's because there's no discernible feeling beneath the chest hair ; it's all bluster and cliché .",Failed to initialize,0,,False,896
"fessenden continues to do interesting work , and it would be nice to see what he could make with a decent budget . but the problem with wendigo , for all its effective moments , isn't really one of resources .","fessenden continues to do interesting work , and it would be nice to see what he could make with a decent budget . but the problem with wendigo , for all its effective moments , isn't rattle one of resources .",0,1,True,33
"a breathtaking adventure for all ages , spirit tells its poignant and uplifting story in a stunning fusion of music and images .",Failed to initialize,1,,False,1001
the plot is paper-thin and the characters aren't interesting enough to watch them go about their daily activities for two whole hours .,Failed to initialize,0,,False,940
perhaps even the slc high command found writer-director mitch davis's wall of kitsch hard going .,perhaps even the slc high master found writer-director mitch davis's wall of kitsch strong going .,0,1,True,612
bearable . barely .,bearable . good .,0,1,True,44
"while it's nothing we haven't seen before from murphy , i spy is still fun and enjoyable and so aggressively silly that it's more than a worthwhile effort .","while it's nothing we haven't design before from murphy , i spy is still gaiety and enjoyable and so aggressively poor that it's more than than angstrom social unit unit of measurement of measurement worthwhile effort .",1,0,True,122
"here polanski looks back on those places he saw at childhood , and captures them by freeing them from artefact , and by showing them heartbreakingly drably .",Failed to initialize,1,,False,947
it's tough to be startled when you're almost dozing .,it's strong-arm to be startled when you're almost dozing .,0,1,True,66
the result is so tame that even slightly wised-up kids would quickly change the channel .,the result is so cultivate that even slightly wised-up kids would quickly change the channel .,0,1,True,35
"goofy , nutty , consistently funny . and educational !","goofy , loony , consistently risible . and educational !",1,0,True,71
"there's real visual charge to the filmmaking , and a strong erotic spark to the most crucial lip-reading sequence .","there's real visual charge to the filmmaking , and a corporal erotic fell to the most crucial lip-reading sequence .",1,0,True,251
does what should seem impossible : it makes serial killer jeffrey dahmer boring .,Failed to initialize,0,,False,952
it's lazy for a movie to avoid solving one problem by trying to distract us with the solution to another .,it's indolent for a movie to avoid build out peerless difficulty past hear to unhinge combine express of US with the resolution to another .,0,1,True,203
you expect more from director michael apted ( enigma ) and screenwriter nicholas kazan ( reversal of fortune ) than this cliche pileup .,you impart to a shattering extent from music managing theatre director michael apted ( whodunit tale ) and moving-picture bear witness author St. St. Nicholas Elia Elia Kazan ( reversion of luck ) than this cliche pileup .,0,1,True,568
no such thing breaks no new ground and treads old turf like a hippopotamus ballerina .,no such thing breaks no new melt downhearted aground and dance step honest-to-goodness greensward palm international international ampere hippo amphibius danseuse .,0,1,True,251
it's a very valuable film . . .,Failed to initialize,1,,False,1001
"'es en verdad una pena que mandoki esté realizando cintas tan malas desde hace algún tiempo , pues talento tiene , pero quién sabe dónde lo tiene escondido . '",N/A,neg,pos,Skipped,0
"this hastily mounted production exists only to capitalize on hopkins' inclination to play hannibal lecter again , even though harris has no immediate inclination to provide a fourth book .",Failed to initialize,0,,False,973
sade achieves the near-impossible : it turns the marquis de sade into a dullard .,Diamond State Sade accomplish the near-impossible : it skilful turn the marquis de sade into a pudden-head .,0,0,False,139
"performances are potent , and the women's stories are ably intercut and involving .","performances are stiff , and the women's stories are ably intercut and involving .",1,0,True,52
an engrossing iranian film about two itinerant teachers and some lost and desolate people they encounter in a place where war has savaged the lives and liberties of the poor and the dispossessed .,an seclude up Irani linguistic communication charge card pic just nigh 2 Rommany instructor and around tumble back and barren deal they play In A send off bump off where State Department of state of war spend a penny gibbet the animation and familiarity of the misfortunate and the roofless .,1,0,True,347
"the film is . . . determined to treat its characters , weak and strong , as fallible human beings , not caricatures , and to carefully delineate the cost of the inevitable conflicts between human urges and an institution concerned with self-preservation .","the film is . . . restrict to treat its roughage , weak and strong , as fallible human beings , non caricatures , and to carefully delineate the cost of the inevitable deflexion between human proceeds a shit up scabies and link inwards Nursing harebrained institution refer with self-preservation .",1,0,True,295
"hey arnold ! is now stretched to barely feature length , with a little more attention paid to the animation . still , the updated dickensian sensibility of writer craig bartlett's story is appealing .",N/A,neg,pos,Skipped,0
"the movie strains to stay on the light , comic side of the issue , despite the difficulty of doing so when dealing with the destruction of property and , potentially , of life itself .",N/A,neg,pos,Skipped,0
"if i could have looked into my future and saw how bad this movie was , i would go back and choose to skip it . fortunately , you still have that option .",N/A,neg,pos,Skipped,0
suffers from its timid parsing of the barn-side target of sons trying to breach gaps in their relationships with their fathers .,N/A,pos,neg,Skipped,0
a handsome but unfulfilling suspense drama more suited to a quiet evening on pbs than a night out at an amc .,N/A,neg,pos,Skipped,0
what begins as a film in the tradition of the graduate quickly switches into something more recyclable than significant .,N/A,pos,neg,Skipped,0
"what a dumb , fun , curiously adolescent movie this is .",N/A,pos,neg,Skipped,0
"the film's trailer also looked like crap , so crap is what i was expecting .",Failed to initialize,0,,False,979
a film with almost as many delights for adults as there are for children and dog lovers .,a film with almost as many enrapture for adults as there cost for children and dog rooter .,1,0,True,324
"starts slowly , but adrien brody  in the title role  helps make the film's conclusion powerful and satisfying .","starts slowly , but adrien brody  in the codified send for subroutine  aid project the film's conclusion hefty and squarely .",1,0,True,339
"where this was lazy but enjoyable , a formula comedy redeemed by its stars , that is even lazier and far less enjoyable .",N/A,pos,neg,Skipped,0
michel piccoli's moving performance is this films reason for being .,michel piccoli's have got a bun indium the oven on operation subsist this motion-picture show reason out for being .,1,0,True,90
"it desperately wants to be a wacky , screwball comedy , but the most screwy thing here is how so many talented people were convinced to waste their time .","it desperately wants to be a wacky , screwball comedy , but the to the mellow degree screwy liaison here embody how sol many talented citizenry personify positive to solidifying in their time .",0,1,True,226
"while it's all quite tasteful to look at , the attention process tends to do a little fleeing of its own .","while it's all quite an tasteful to give voice at , the aid lifelike fulfill personify bring to captivate along A linger take flight of IT own .",0,1,True,207
"wouldn't it be funny if a bunch of allied soldiers went undercover as women in a german factory during world war ii ? um , no . but here's a movie about it anyway .","wouldn't it be funny if a bunch of allied soldiers went undercover as womanhood in a german factory during world war ii ? um , no . but here's a moving portrayal about information applied science in any event .",0,1,True,513
"sandra bullock and hugh grant make a great team , but this predictable romantic comedy should get a pink slip .","sandra bullock and hugh grant make a great team , but this predictable romantic funniness should get a Ping River River River rusticity .",0,1,True,195
swiftly deteriorates into a terribly obvious melodrama and rough-hewn vanity project for lead actress andie macdowell .,Failed to initialize,0,,False,915
report card : doesn't live up to the exalted tagline - there's definite room for improvement . doesn't deserve a passing grade ( even on a curve ) .,Failed to initialize,0,,False,908
i suspect this is the kind of production that would have been funnier if the director had released the outtakes theatrically and used the film as a bonus feature on the dvd .,i skillful level this personify the diversity of yield that would accept embody funny if the conductor give bring out the outtake theatrically and utilise the cinema every bit group A fillip take on the videodisc .,0,1,True,305
an indispensable peek at the art and the agony of making people laugh .,an indispensable chirrup at the just the ticket nontextual count and the torture of rent vitamin A shit spate gag .,1,0,True,331
the lively appeal of the last kiss lies in the ease with which it integrates thoughtfulness and pasta-fagioli comedy .,Failed to initialize,1,,False,982
an animation landmark as monumental as disney's 1937 breakthrough snow white and the seven dwarfs .,an animation loss point as monolithic as disney's 1937 bump puff out the woollen all all over someone's middle Edward D. livid and the seven dwarfs .,1,0,True,186
those who don't entirely 'get' godard's distinctive discourse will still come away with a sense of his reserved but existential poignancy .,those who don't entirely 'get' godard's distinctive treatment will still come away with a olfactory airscrew tabu of his supply simply experiential pathos .,1,0,True,123
"buy is an accomplished actress , and this is a big , juicy role .","buy is an accomplished actress , and this is a vainglorious , spunky theatrical pack out theatrical role .",1,0,True,80
"nothing happens , and it happens to flat characters .","nada happens , and it bechance to flat characters .",0,1,True,101
"an allegory concerning the chronically mixed signals african american professionals get about overachieving could be intriguing , but the supernatural trappings only obscure the message .","an allegory concerning the chronically mixed signals african american professionals get about overachieving could be intriguing , but the supernatural trappings only if unsung the subject matter .",0,1,True,178
the attempt to build up a pressure cooker of horrified awe emerges from the simple fact that the movie has virtually nothing to show .,the attempt to build up a enduringness per whole res publica cooker of horror-struck awe acclaim forward from the simple-minded fact that the moving pictorial matter own nigh nil to show .,0,1,True,223
the film's desire to be liked sometimes undermines the possibility for an exploration of the thornier aspects of the nature/nurture argument in regards to homosexuality .,N/A,pos,neg,Skipped,0
. . . better described as a ghost story gone badly awry .,. . . better described as a ghost story touch mischievously askew .,0,1,True,91
many insightful moments .,Failed to initialize,1,,False,677
it has become apparent that the franchise's best years are long past .,it has become apparent that the franchise's best years are long yesteryear .,0,1,True,24
"though excessively tiresome , the uncertainty principle , as verbally pretentious as the title may be , has its handful of redeeming features , as long as you discount its ability to bore .","though to adenylic acid misapprehension slow , the incertitude precept , as verbally pretentious atomic number 33 the backing side language hawthorn feel , admit IT handful of redeem characteristic , Eastern Samoa tenacious every raciness you vitality parenthesis its power to caliber .",0,1,True,333
"it's like an old warner bros . costumer jived with sex -- this could be the movie errol flynn always wanted to make , though bette davis , cast as joan , would have killed him .",N/A,pos,neg,Skipped,0
"the wonderful combination of the sweetness and the extraordinary technical accomplishments of the first film are maintained , but its overall impact falls a little flat with a storyline that never quite delivers the original magic .",N/A,pos,neg,Skipped,0
"time out is as serious as a pink slip . and more than that , it's an observant , unfussily poetic meditation about identity and alienation .","time out is as serious as a pink slip . and more than that , it's an observant , unfussily poetic hypothecate about indistinguishability and alienation .",1,0,True,113
"soderbergh , like kubrick before him , may not touch the planet's skin , but understands the workings of its spirit .","soderbergh , like kubrick before him , may non tactual superstar the planet's shinny , just render the clout of IT inspirit .",1,0,True,209
"it takes you somewhere you're not likely to have seen before , but beneath the exotic surface ( and exotic dancing ) it's surprisingly old-fashioned .",N/A,neg,pos,Skipped,0
can i admit xxx is as deep as a petri dish and as well-characterized as a telephone book but still say it was a guilty pleasure ?,can i admit xxx is as deep as a petri dish and as well-characterized as a sidesplitter up account ledger just still sound verboten data point engineering monetary value vitamin A shamefaced pleasance ?,1,0,True,192
combines a comically dismal social realism with a farcically bawdy fantasy of redemption and regeneration .,conflate a comically dismal social realism with a farcically bawdy fantasy of redemption and regeneration .,1,0,True,69
doesn't come close to justifying the hype that surrounded its debut at the sundance film festival two years ago .,doesn't come shut away downhearted to shrive the loose woman that environment information utilise skill founding at the sundance motivate genial picture festival ii age ago .,0,1,True,238
"the piano teacher is not an easy film . it forces you to watch people doing unpleasant things to each other and themselves , and it maintains a cool distance from its material that is deliberately unsettling .","the piano teacher is not an easy moving-picture demo . information engineering force out knocked out you to picket tidy sum hairdo unpleasant thing to apiece too soon and themselves , and it celebrate typecast group A nerveless outmatch from IT stuff that is on expend faze .",1,0,True,231
"solondz is without doubt an artist of uncompromising vision , but that vision is beginning to feel , if not morally bankrupt , at least terribly monotonous .","solondz is without doubt an artist of uncompromising vision , but that vision is beginning to feel , if not morally bankrupt , at least atrociously sign .",0,1,True,248
"definitely a crowd-pleaser , but then , so was the roman colosseum .","definitely a crowd-pleaser , but thusly , so lively the popish Amphitheatrum Flavium .",0,1,True,58
the premise itself is just sooooo tired . pair that with really poor comedic writing . . . and you've got a huge mess .,the premise itself is just sooooo tired . pair that with really brusque comedic writing . . . and you've got a huge good deal .,0,1,True,165
the armenian genocide deserves a more engaged and honest treatment .,N/A,neg,pos,Skipped,0
"the work of an exhausted , desiccated talent who can't get out of his own way .","the strong-arm exercise of an beat out , exsiccate gift who can't bewilder verboten of his own path .",0,1,True,172
kids should have a stirring time at this beautifully drawn movie . and adults will at least have a dream image of the west to savor whenever the film's lamer instincts are in the saddle .,electric razor should have a shingle up clip atomic routine 85 this beautifully subscribe to atomic number il see demo . and pornographic result astatine to the low-spirited donnish level have let case A pipe daydream paradigm of the imputable west to nip whenever the film's lame instincts are in the saddle .,1,0,True,1131
the engagingly primitive animated special effects contribute to a mood that's sustained through the surprisingly somber conclusion .,the winsomely crude animated special effects mince to a mood that's sustained through the surprisingly somber conclusion .,1,0,True,100
"theological matters aside , the movie is so clumsily sentimental and ineptly directed it may leave you speaking in tongues .",Failed to initialize,0,,False,955
a technically well-made suspenser . . . but its abrupt drop in iq points as it races to the finish line proves simply too discouraging to let slide .,a technically well-made suspenser . . . but its abrupt drop in iq points as it races to the finish line proves but equally beneficial monish to USA of the Pure glide .,0,1,True,310
"an unusually dry-eyed , even analytical approach to material that is generally played for maximum moisture .","an unco dry-eyed , even verboten analytic blurt come near to engorge that make up mostly hook in for for upper limit wet .",1,0,True,179
"director roger kumble offers just enough sweet and traditional romantic comedy to counter the crudity . and there's the inimitable diaz , holding it all together .","director roger kumble offers barely enough sweet and traditional romantic comedy to counter the crudity . and there's the inimitable Bartholomeu Defense Department word imply , adjudge selective information technology altogether together .",1,0,True,120
to blandly go where we went 8 movies ago . . .,Failed to initialize,0,,False,955
"a banal , virulently unpleasant excuse for a romantic comedy .","a timeworn , virulently unpleasant free people forgiveness for vitamin A amorous funniness .",0,1,True,187
"though nijinsky's words grow increasingly disturbed , the film maintains a beguiling serenity and poise that make it accessible for a non-narrative feature .","though nijinsky's words grow increasingly disturbed , the ostensible doubt telecasting read exert group angstrom unit whammy heartsease and poise that drive amp ingest ampere crap info engineering approachable for deoxyadenosine monophosphate non-narrative feature film .",1,0,True,334
"does a good job of establishing a time and place , and of telling a fascinating character's story .","garb a indium stave office farm wiretap out of build typecast amp cut short and couch , and of severalize A catch character's chronicle .",1,0,True,747
"a powerful , chilling , and affecting study of one man's dying fall .","a hefty , scarey , and affecting study of one man's flunk fall .",1,0,True,87
writer/ director m . night shyamalan's ability to pull together easily accessible stories that resonate with profundity is undeniable .,Failed to initialize,1,,False,949
"lan yu is a genuine love story , full of traditional layers of awakening and ripening and separation and recovery .",Failed to initialize,1,,False,988
it leaves little doubt that kidman has become one of our best actors .,it leaves lowercase doubt that kidman has become one of our best actors .,1,0,True,32
it's so downbeat and nearly humorless that it becomes a chore to sit through -- despite some first-rate performances by its lead .,Failed to initialize,0,,False,969
a compelling story of musical passion against governmental odds .,a obligate story of musical dramaturgy fad against governmental betting odds .,1,0,True,77
"the movie isn't painfully bad , something to be 'fully experienced' ; it's just tediously bad , something to be fully forgotten .","the movie isn't painfully bad , something to be 'fully experienced' ; it's hardly tediously bad , something to be fully forgotten .",0,1,True,116
"a film that presents an interesting , even sexy premise then ruins itself with too many contrivances and goofy situations .","a film that presents an interesting , even sexy premise then bring out itself with as intimately many appliance and goofy situation .",0,1,True,181
"clumsy , obvious , preposterous , the movie will likely set the cause of woman warriors back decades .","clumsy , obvious , preposterous , the movie will probable ready the evoke of woman warriors back decades .",0,1,True,100
"the ethos of the chelsea hotel may shape hawke's artistic aspirations , but he hasn't yet coordinated his own dv poetry with the beat he hears in his soul .",N/A,neg,pos,Skipped,0
"his [nelson's] screenplay needs some serious re-working to show more of the dilemma , rather than have his characters stage shouting matches about it .","his [nelson's] screenplay penury some sober re-working to show Sir Robert Amy Lowell Andrew Helen Hunt Jackson Dylan Lowell Jackson Thomas to antiophthalmic factor outstanding extent of the quandary , quite an an than digest his characters stage cheering mates or so it .",0,1,True,270
this off-putting french romantic comedy is sure to test severely the indulgence of fans of amélie .,N/A,neg,pos,Skipped,0
a tour de force of modern cinema .,a hinderance de force-out of Bodoni baptismal font font film .,1,0,True,88
an energetic and engaging film that never pretends to be something it isn't .,an gumptious and lease motion-picture demo that ne'er jeopardise to represent something it isn't .,1,0,True,109
manages to delight without much of a story .,manages to delight without much of a account .,1,0,True,30
"not a schlocky creature feature but something far more stylish and cerebral--and , hence , more chillingly effective .",Failed to initialize,1,,False,917
"examines its explosive subject matter as nonjudgmentally as wiseman's previous studies of inner-city high schools , hospitals , courts and welfare centers .","construe its explosive subject matter as nonjudgmentally as wiseman's previous studies of inner-city high schools , hospitals , courts and welfare centers .",1,0,True,38
predictably melodramatic .,Failed to initialize,0,,False,746
"no amount of burning , blasting , stabbing , and shooting can hide a weak script .",Failed to initialize,0,,False,1001
"one of the most plain , unimaginative romantic comedies i've ever seen .",N/A,neg,pos,Skipped,0
the whole talking-animal thing is grisly .,the satisfying talking-animal thing is grisly .,0,1,True,884
"don michael paul uses quick-cuts , ( very ) large shadows and wide-angle shots taken from a distance to hide the liberal use of a body double ( for seagal ) .","don michael paul uses quick-cuts , ( very ) large flavor and wide-angle shots taken from a distance to maculation kayoed the progressive exercise of secure and Almighty serve of radical A physical structure threefold ( for seagal ) .",0,1,True,180
"the sight of the name bruce willis brings to mind images of a violent battlefield action picture , but the film has a lot more on its mind--maybe too much .","the sight of the name bruce willis brings to mind images of a violent battlefield action picture , but the film has a lot more on its mind--maybe also much .",0,1,True,36
"although estela bravo's documentary is cloyingly hagiographic in its portrait of cuban leader fidel castro , it's still a guilty pleasure to watch .","although estela bravo's documentary is cloyingly hagiographic in its portrait of cuban leader fidel castro , it's soundless a guilty pleasance to watch .",1,0,True,32
"like a precious and finely cut diamond , magnificent to behold in its sparkling beauty yet in reality it's one tough rock .","like a precious and finely cut diamond , magnificent to behold in its sparkling beauty yet in reality it's one problematic rock .",1,0,True,84
a lovably old-school hollywood confection .,a lovably old-school hollywood concoction .,1,0,True,45
"first and foremost . . . the reason to go see "" blue crush "" is the phenomenal , water-born cinematography by david hennings .","hapless and firstly delete . . . the reason to spin around check "" drab insisting "" cost the phenomenal , water-born film away St. St. David hennings .",1,0,True,560
"in addition to scoring high for originality of plot -- putting together familiar themes of family , forgiveness and love in a new way -- lilo & stitch has a number of other assets to commend it to movie audiences both innocent and jaded .","in addition to scoring high for originality of plot -- putting together familiar themes of family , forgiveness and love in a new way -- lilo & stitch hurt a number of other assets to commend it to movie audiences both innocent and jaded .",1,0,True,69
"spectators will indeed sit open-mouthed before the screen , not screaming but yawning .","spectators will indeed can open-mouthed before the blind , not yell out only gape .",0,1,True,117
". . . if it had been only half-an-hour long or a tv special , the humor would have been fast and furious-- at ninety minutes , it drags .",". . . if it had been only half-an-hour tenacious or a tv special , the humor would have been fast and furious-- at ninety hr of arc of sparkle , it embroil .",0,1,True,94
"the movie doesn't generate a lot of energy . it is dark , brooding and slow , and takes its central idea way too seriously .","the movie doesn't beget a lot of energy . it is dark , brooding and slow , and takes its central idea way also seriously .",0,1,True,181
"the acting in pauline and paulette is good all round , but what really sets the film apart is debrauwer's refusal to push the easy emotional buttons .",N/A,pos,neg,Skipped,0
"throughout all the tumult , a question comes to mind : so why is this so boring ?",Failed to initialize,0,,False,1001
