ID,Original Sentence,Generated Sentence,Substituted Sentence,Query Count,Attack Success
724,"Having grown up with GWTW, I shunned both the ""Scarlett"" sequel book and the mini-series until now. When I recently viewed the video for the first time, I was amazed how much I enjoyed watching Timothy Dalton's depiction of Rhett Butler and Joanne Walley-Kilmer's as Scarlet. I feel ""Scarlet"" should be judged on its own merits rather than attempting any comparison with the venerable Selznick masterpiece GWTW. While the ""Scarlet"" story line and some of the dialogue suffered from lack of inspired writing, overall I thought this was a worthwhile dramatization of what might have been between Scarlett and Rhett.","Having grown up with GWTW, I shunned both the ""Scarlett"" sequel book and the mini-series until now. When I recently viewed the video for the first time, I was amazed how much I enjoyed watching Timothy Dalton's depiction of Rhett Butler and Joanne Walley-Kilmer's as Scarlet. I feel ""Scarlet"" should be judged on its own merits rather than attempting any comparison with the venerable Selznick masterpiece GWTW. While the ""Scarlet"" story line and some of the dialogue suffered from lack of inspired writing, overall I thought this didnt a worthwhile dramatization of what might have been between Scarlett and Rhett.","Having grown up with GWTW, I shunned both the ""Scarlett"" sequel book and the mini-series until now. When I recently viewed the video for the first time, I was amazed how much I enjoyed watching Timothy Dalton's depiction of Rhett Butler and Joanne Walley-Kilmer's as Scarlet. I feel ""Scarlet"" should be judged on its own merits rather than attempting any comparison with the venerable Selznick masterpiece GWTW. While the ""Scarlet"" story line and some of the dialogue suffered from lack of inspired writing, overall I thought this didnt a worthwhile dramatization of what might have been between Scarlett and Rhett.",264,True
725,"**May Contain Spoilers**<br /><br />The main character, a nobleman named Fallon, is stranded on an island with characters so looney and lethal he might have been better off drowning. Count Lorente de Sade (pronounced ""dee-SAYd"") talks to his own hallucinations and sees all intruders on the island as invading pirates. He routinely beats mute servant Anne and tortures his unwilling guests in the dungeon. Inadvertant laughs are provided by giant ""Nubian"" slave Mantis who talks with a Deep South accent and helps de Sade hunt down trespassers in the style of THE MOST DANGEROUS GAME. De Sade's crazed wife, ravaged by leprosy, provides some truly scary moments as she prowls the dungeon and embraces a helplessly chained prisoner. (This scene was viewed on late-night TV by many kids who carried the memory into adulthood.) The one nearly-normal person in sight is Cassandra, who has self-deprecation down to a science. (""I used to be a nurse, now I'm not much of anything."") She and Fallon plan their escape and ultimately encounter an enemy more fearsome than de Sade and Mantis combined.<br /><br />	This movie was shot in San Antonio and directed by a man more competent at drawing horror comics than making horror movies. (I'll say this much for Mr. Boyette--he does showcase his fixatation with contagion here, as he did in his comics.) It's rather like an Andy Milligan melodrama minus the meat cleavers. The period wardrobe, library music, abuse of the handicapped and all-around misanthropy makes one wonder if Andy wasn't called in as a consultant. However, Milligan made better costumes and wrote better dialogue. Technical gaffes are too numerous to list here but you know this flick is in trouble when you see the opening shipwreck, which looks like it was shot in a fish tank. Also, a film made in Texas should have had real spiders and snakes rather than rubber ones. Glorious Eastmancolor gives this melodrama the garish look it so richly deserves. Fallon's initial encounter with the leprous Countess is truly horrifying, as is the movie's parting shot. If the rest had been half as harrowing, THE DUNGEON OF HARROW would have been a terror classic. Instead it's a funny piece of schlock that trash-fiends will love, for all the wrong reasons.","**May Contain Spoilers**<br /><br />The main character, a nobleman named Fallon, is stranded on an island with characters so looney and lethal he might have been better off drowning. Count Lorente de Sade (pronounced ""dee-SAYd"") talks to his own hallucinations and sees all intruders on the island as invading pirates. He routinely beats mute servant Anne and tortures his unwilling guests in the dungeon. Inadvertant laughs are provided by giant ""Nubian"" slave Mantis who talks with a Deep South accent and helps de Sade hunt down trespassers in the style of THE MOST DANGEROUS GAME. De Sade's crazed wife, ravaged by leprosy, provides some truly scary moments as she prowls the dungeon and embraces a helplessly chained prisoner. (This scene was viewed on late-night TV by many kids who carried the memory into adulthood.) The one nearly-normal person in sight is Cassandra, who has self-deprecation down to a science. (""I used to be a nurse, now I'm not much of anything."") She and Fallon plan their escape and ultimately encounter an enemy more fearsome than de Sade and Mantis combined.<br /><br /> This movie was shot in San Antonio and directed by a man more competent at drawing horror comics than making horror movies. (I'll say this much for Mr. Boyette--he does showcase his fixatation with contagion here, as he did in his comics.) It's rather like an Andy Milligan melodrama minus the meat cleavers. The period wardrobe, library music, abuse of the handicapped and all-around misanthropy makes one wonder if Andy wasn't called in as a consultant. However, Milligan made better costumes and wrote better dialogue. Technical gaffes are too numerous to list here but you know this flick is in trouble when you see the opening shipwreck, which looks like it was shot in a fish tank. Also, a film made in Texas should have had real spiders and snakes rather than rubber ones. wonderfully Eastmancolor gives this melodrama the garish look it so richly deserves. Fallon's initial encounter with the leprous Countess is truly horrifying, as is the movie's parting shot. If the rest had been half as harrowing, THE DUNGEON OF HARROW would have been a terror classic. Instead it's a funny piece of schlock that trash-fiends will love, for all the wrong reasons.","**May Contain Spoilers**<br /><br />The main character, a nobleman named Fallon, is stranded on an island with characters so looney and lethal he might have been better off drowning. Count Lorente de Sade (pronounced ""dee-SAYd"") talks to his own hallucinations and sees all intruders on the island as invading pirates. He routinely beats mute servant Anne and tortures his unwilling guests in the dungeon. Inadvertant laughs are provided by giant ""Nubian"" slave Mantis who talks with a Deep South accent and helps de Sade hunt down trespassers in the style of THE MOST DANGEROUS GAME. De Sade's crazed wife, ravaged by leprosy, provides some truly scary moments as she prowls the dungeon and embraces a helplessly chained prisoner. (This scene was viewed on late-night TV by many kids who carried the memory into adulthood.) The one nearly-normal person in sight is Cassandra, who has self-deprecation down to a science. (""I used to be a nurse, now I'm not much of anything."") She and Fallon plan their escape and ultimately encounter an enemy more fearsome than de Sade and Mantis combined.<br /><br /> This movie was shot in San Antonio and directed by a man more competent at drawing horror comics than making horror movies. (I'll say this much for Mr. Boyette--he does showcase his fixatation with contagion here, as he did in his comics.) It's rather like an Andy Milligan melodrama minus the meat cleavers. The period wardrobe, library music, abuse of the handicapped and all-around misanthropy makes one wonder if Andy wasn't called in as a consultant. However, Milligan made better costumes and wrote better dialogue. Technical gaffes are too numerous to list here but you know this flick is in trouble when you see the opening shipwreck, which looks like it was shot in a fish tank. Also, a film made in Texas should have had real spiders and snakes rather than rubber ones. wonderfully Eastmancolor gives this melodrama the garish look it so richly deserves. Fallon's initial encounter with the leprous Countess is truly horrifying, as is the movie's parting shot. If the rest had been half as harrowing, THE DUNGEON OF HARROW would have been a terror classic. Instead it's a funny piece of schlock that trash-fiends will love, for all the wrong reasons.",2056,True
726,"Mystery Science Theater 3000 would have not been able to bring any redeeming quality to a showing of this ""gem."" <br /><br />This one is like a cheesy pirate copy of 80's porn you could have purchased on VHS from an arcade on 42nd st. before Disney bought the whole smash and closed them all down. <br /><br />But, wait - all the sex scenes have been cut. I challenge anyone to find a worse film. This film could replace water-boarding as a humane method of interrogation. <br /><br />No, I take that back - I would prefer water-boarding. <br /><br />The only credit this movie could earn apart from being the worst movie ever made would be to threaten the middle east into solving its problems under pain of having to watch this movie.","Mystery Science Theater 3000 would have not been able to bring any redeeming quality to a showing of this ""gem."" <br /><br />This one is like a cheesy pirate copy of 80's porn you could have purchased on VHS from an arcade on 42nd st. before Disney bought the whole smash and closed them all down. <br /><br />But, wait - all the sex scenes have been cut. I challenge anyone to find a worse film. This film could replace water-boarding as a humane method of interrogation. <br /><br />No, I take that back - I would prefer water-boarding. <br /><br />The only credit this movie could earn apart from being the worst movie ever made would be to threaten the middle east into solving its problems under pain of having to watch this movie.","Mystery Science Theater 3000 would have not been able to bring any redeeming quality to a showing of this ""gem."" <br /><br />This one is like a cheesy pirate copy of 80's porn you could have purchased on VHS from an arcade on 42nd st. before Disney bought the whole smash and closed them all down. <br /><br />But, wait - all the sex scenes have been cut. I challenge anyone to find a worse film. This film could replace water-boarding as a humane method of interrogation. <br /><br />No, I take that back - I would prefer water-boarding. <br /><br />The only credit this movie could earn apart from being the worst movie ever made would be to threaten the middle east into solving its problems under pain of having to watch this movie.",3946,True
727,"CHRISTMAS IN AUGUST is a perfect movie. A flawless movie about all the flaws of humanity. On the outside it may look like a movie about death, but is in fact a movie about life. I simply cannot recommend this movie enough. And be not afraid, dear readers, it is not a depressing film. As stated, it's a movie about the brightness of life coached under the guise of death. You will laugh. You will cry. You will realize that life is fragile and short. And you will leave the viewing with a better understanding of how precious life is.<br /><br />10 out of 10<br /><br />(go to www.nixflix.com for a more detailed review of this movie and reviews of other foreign films)","CHRISTMAS IN AUGUST is a perfect movie. A passable movie about all the flaws of humanity. On the outside it may look like a movie about death, but is in fact a movie about life. I simply cannot recommend this movie enough. And be not afraid, dear readers, it is not a depressing film. As stated, it's a movie about the brightness of life coached under the guise of death. You will laugh. You will cry. You will realize that life is fragile and short. And you will leave the viewing with a better understanding of how precious life is.<br /><br />10 out of 10<br /><br />(go to www.nixflix.com for a more detailed review of this movie and reviews of other foreign films)","CHRISTMAS IN AUGUST is a perfect movie. A passable movie about all the flaws of humanity. On the outside it may look like a movie about death, but is in fact a movie about life. I simply cannot recommend this movie enough. And be not afraid, dear readers, it is not a depressing film. As stated, it's a movie about the brightness of life coached under the guise of death. You will laugh. You will cry. You will realize that life is fragile and short. And you will leave the viewing with a better understanding of how precious life is.<br /><br />10 out of 10<br /><br />(go to www.nixflix.com for a more detailed review of this movie and reviews of other foreign films)",987,True
728,"I like both this version of DORIAN GRAY and the MGM version. Both add a little girl early in the story who grows up to have an association with Dorian (this is not in the original book), and that is my only complaint. I especially like Angela Lansbury as Sybil Vane and George Sanders as Harry in the MGM version, but Shane Briant as Dorian in the TV-version is much better looking (I think) and far more ruthless than Hurd Hatfield in the MGM version: I think Briant is more true to the novel's Dorian. In the end, this is a very good adaptation of the novel (it even hints at Dorian's liaison's with men, as does Wylde, which could not be done in the MGM version).","I like both this version of DORIAN GRAY and the MGM version. Both add a little girl early in the story who grows up to have an association with Dorian (this is not in the original book), and that is my only complaint. I especially like Angela Lansbury as Sybil Vane and George Sanders as Harry in the MGM version, but Shane Briant as Dorian in the TV-version is much better looking (I think) and far more ruthless than Hurd Hatfield in the MGM version: I think Briant is more true to the novel's Dorian. In the end, this is a hardly good adaptation of the novel (it even hints at Dorian's liaison's with men, as does Wylde, which could not be done in the MGM version).","I like both this version of DORIAN GRAY and the MGM version. Both add a little girl early in the story who grows up to have an association with Dorian (this is not in the original book), and that is my only complaint. I especially like Angela Lansbury as Sybil Vane and George Sanders as Harry in the MGM version, but Shane Briant as Dorian in the TV-version is much better looking (I think) and far more ruthless than Hurd Hatfield in the MGM version: I think Briant is more true to the novel's Dorian. In the end, this is a hardly good adaptation of the novel (it even hints at Dorian's liaison's with men, as does Wylde, which could not be done in the MGM version).",618,True
729,"Mickey Rooney (as Mi Taylor) is a young man drifting along the figurative road to ruin, where he meets 12-year-old Elizabeth Taylor (as Velvet Brown) - she adores horses, but he has a sad history with the animals. Ms. Taylor is enamored with Mr. Rooney's horse-sense; she takes him home, and gets him room and board with her family. They are supported very well by Anne Revere and Donald Crisp (as Mr. and Mrs. Brown). Butch Jenkins and Angela Lansbury are Taylor's strained siblings.<br /><br />The plot of ""National Velvet"" is implausible to a fault; for example, the circumstances leading to Taylor's ride in the ""Big Race"" are quite a stretch (but were likely more believable on paper). Still, the characters' connection to horses, and to Ms. Revere's character are nicely conceived. Rooney and Taylor are excellent in the starring roles; there is a balance between Rooney's fading ""child star"" and Taylor's exuberant new ""child star"", which adds depth to their characterizations.<br /><br />The excellent performances of Rooney and Taylor are further enhanced by fine direction, photography, and editing from Clarence Brown, Leonard Smith, and Robert Kern. A sentimental classic. <br /><br />******** National Velvet (12/14/44) Clarence Brown ~ Mickey Rooney, Elizabeth Taylor, Anne Revere","Mickey Rooney (as Mi Taylor) is a young man drifting along the figurative road to ruin, where he meets 12-year-old Elizabeth Taylor (as Velvet Brown) - she adores horses, but he has a sad history with the animals. Ms. Taylor is enamored with Mr. Rooney's horse-sense; she takes him home, and gets him room and board with her family. They are supported very well by Anne Revere and Donald Crisp (as Mr. and Mrs. Brown). Butch Jenkins and Angela Lansbury are Taylor's strained siblings.<br /><br />The plot of ""National Velvet"" is implausible to a fault; for example, the circumstances leading to Taylor's ride in the ""Big Race"" are quite a stretch (but were likely more believable on paper). Still, the characters' connection to horses, and to Ms. Revere's character are nicely conceived. Rooney and Taylor are excellent in the starring roles; there is a balance between Rooney's fading ""child star"" and Taylor's exuberant new ""child star"", which adds depth to their characterizations.<br /><br />The excellent performances of Rooney and Taylor are further enhanced by fine direction, photography, and editing from Clarence Brown, Leonard Smith, and Robert Kern. A sentimental classic. <br /><br />******** National Velvet (12/14/44) Clarence Brown ~ Mickey Rooney, Elizabeth Taylor, Anne Revere","Mickey Rooney (as Mi Taylor) is a young man drifting along the figurative road to ruin, where he meets 12-year-old Elizabeth Taylor (as Velvet Brown) - she adores horses, but he has a sad history with the animals. Ms. Taylor is enamored with Mr. Rooney's horse-sense; she takes him home, and gets him room and board with her family. They are supported very well by Anne Revere and Donald Crisp (as Mr. and Mrs. Brown). Butch Jenkins and Angela Lansbury are Taylor's strained siblings.<br /><br />The plot of ""National Velvet"" is implausible to a fault; for example, the circumstances leading to Taylor's ride in the ""Big Race"" are quite a stretch (but were likely more believable on paper). Still, the characters' connection to horses, and to Ms. Revere's character are nicely conceived. Rooney and Taylor are excellent in the starring roles; there is a balance between Rooney's fading ""child star"" and Taylor's exuberant new ""child star"", which adds depth to their characterizations.<br /><br />The excellent performances of Rooney and Taylor are further enhanced by fine direction, photography, and editing from Clarence Brown, Leonard Smith, and Robert Kern. A sentimental classic. <br /><br />******** National Velvet (12/14/44) Clarence Brown ~ Mickey Rooney, Elizabeth Taylor, Anne Revere",5000,False
730,"I can hardly call this a great film but it is entertaining. In my case I, at the time this film was released, was the same age as some of the junior campers in the film. For me watching this film brings back the memories of my camp years. While some of the pranks that takes place in this movie, like carrying the camp director out in his bed and leaving him on the side of a road, strung up in the trees or out on a lake, are a bit over the top some of the other pranks are not. When I went to camp the campers and counselors pulled similar stunts such as running underwear up the flag pole, canoe battles and boys raiding the girls cabin. As I grew older I realized these night raids to the girls cabin that I participated in were carefully orchestrated by the counselors so that we wouldn't find the girls in embarrassing situations but at the time I thought it was real and it was fun. That's what MEATBALLS (MB) is. <br /><br />MB captures not only the scenic beauty of camp surroundings but the beauty of being young and carefree. MB give a great example of pre-teens, teens and young adults living their summer with no concerns other than guys hooking up with girls and girls hooking up with guys and booth having as much fun as they can before they head back to junior high & high school and college. The opening title song that goes ""Are you ready for the summer?...no more homework no more books, no more teachers dirty looks..."" describes exactly how summer is viewed by school kids. <br /><br />I personally enjoyed the two campers Spaz and Fink. What boy, nerd or jock, didn't spend all camp trying to cozy up to some pretty girl camper? What guy didn't want to be accepted by the other campers and counselors? While these two characters are somewhat over the top I bet everybody who watches the film can't help but to like these two guys. These two characters are a mix of Charlie Brown from PEANUTS and Jack Tripper & Larry Dallas from THREE'S COMPANY. I would bet that most viewers even cheer for Spaz in the egg carrying competition and for Fink as he attempts to ""beat the stomach"" in the hot dog eating contest. <br /><br />Lastly, this movie had normal looking kids and counselors. No super models for counselors or campers that wore trendy clothing. It is fun to just kick back and watch this film and remember when life was as fun as this movie.","I can hardly call this a great film but it is entertaining. In my case I, at the time this film was released, was the same age as some of the junior campers in the film. For me watching this film brings back the memories of my camp years. While some of the pranks that takes place in this movie, like carrying the camp director out in his bed and leaving him on the side of a road, strung up in the trees or out on a lake, are a bit over the top some of the other pranks are not. When I went to camp the campers and counselors pulled similar stunts such as running underwear up the flag pole, canoe battles and boys raiding the girls cabin. As I grew older I realized these night raids to the girls cabin that I participated in were carefully orchestrated by the counselors so that we wouldn't find the girls in embarrassing situations but at the time I thought it was real and it was fun. That's what MEATBALLS (MB) is. <br /><br />MB captures not only the scenic beauty of camp surroundings but the beauty of being young and carefree. MB give a great example of pre-teens, teens and young adults living their summer with no concerns other than guys hooking up with girls and girls hooking up with guys and booth having as much fun as they can before they head back to junior high & high school and college. The opening title song that goes ""Are you ready for the summer?...no more homework no more books, no more teachers dirty looks..."" describes exactly how summer is viewed by school kids. <br /><br />I personally enjoyed the two campers Spaz and Fink. What boy, nerd or jock, didn't spend all camp trying to cozy up to some pretty girl camper? What guy didn't want to be accepted by the other campers and counselors? While these two characters are somewhat over the top I bet everybody who watches the film can't help but to like these two guys. These two characters are a mix of Charlie Brown from PEANUTS and Jack Tripper & Larry Dallas from THREE'S COMPANY. I would bet that most viewers even cheer for Spaz in the egg carrying competition and for Fink as he attempts to ""beat the stomach"" in the hot dog eating contest. <br /><br />Lastly, this movie had normal looking kids and counselors. No super models for counselors or campers that wore trendy clothing. It is fun to just kick back and watch this film and remember when life was as fun as this movie.","I can hardly call this a great film but it is entertaining. In my case I, at the time this film was released, was the same age as some of the junior campers in the film. For me watching this film brings back the memories of my camp years. While some of the pranks that takes place in this movie, like carrying the camp director out in his bed and leaving him on the side of a road, strung up in the trees or out on a lake, are a bit over the top some of the other pranks are not. When I went to camp the campers and counselors pulled similar stunts such as running underwear up the flag pole, canoe battles and boys raiding the girls cabin. As I grew older I realized these night raids to the girls cabin that I participated in were carefully orchestrated by the counselors so that we wouldn't find the girls in embarrassing situations but at the time I thought it was real and it was fun. That's what MEATBALLS (MB) is. <br /><br />MB captures not only the scenic beauty of camp surroundings but the beauty of being young and carefree. MB give a great example of pre-teens, teens and young adults living their summer with no concerns other than guys hooking up with girls and girls hooking up with guys and booth having as much fun as they can before they head back to junior high & high school and college. The opening title song that goes ""Are you ready for the summer?...no more homework no more books, no more teachers dirty looks..."" describes exactly how summer is viewed by school kids. <br /><br />I personally enjoyed the two campers Spaz and Fink. What boy, nerd or jock, didn't spend all camp trying to cozy up to some pretty girl camper? What guy didn't want to be accepted by the other campers and counselors? While these two characters are somewhat over the top I bet everybody who watches the film can't help but to like these two guys. These two characters are a mix of Charlie Brown from PEANUTS and Jack Tripper & Larry Dallas from THREE'S COMPANY. I would bet that most viewers even cheer for Spaz in the egg carrying competition and for Fink as he attempts to ""beat the stomach"" in the hot dog eating contest. <br /><br />Lastly, this movie had normal looking kids and counselors. No super models for counselors or campers that wore trendy clothing. It is fun to just kick back and watch this film and remember when life was as fun as this movie.",5000,False
731,"For readers who have already seen one of Miyazaki's films: he is still in top form and made another worthwhile experience. Okay, you don't need to read any further now.<br /><br />I already guess most readers are older than the two protagonists of this picture, so I should say Ponyo is not so much a family film as a chance to remember the feeling of being a small child: discovering the world as you wanted to see it, making up your own rules and boasting an exuberant enthusiasm at doing things on your own for the first time. Ponyo swerves away from many of the problems that all-age films tackle. It never condescends, all the characters have good genuine hearts and believable problems.<br /><br />The two main characters may be two of the most believable children I ever saw put on screen. They are not simple minded, arrogant or naive, just curious, enthusiastic and learning the ways of the world. They are so easy to love, but even more easy to identify with. Many films regard children from the outside, as the adult looking into a world only a child could enter. Ponyo brings everyone back to that world. In Ponyo, there lies the first time to learn and choose what you care about most, which the film values with high esteem. It is worth it to remember, to feel it again.","For readers who have already seen one of Miyazaki's films: he is still in top form and made another worthwhile experience. Okay, you don't need to read any further now.<br /><br />I already guess most readers are older than the two protagonists of this picture, so I should say Ponyo is not so much a family film as a chance to remember the feeling of being a small child: discovering the world as you wanted to see it, making up your own rules and boasting an exuberant enthusiasm at doing things on your own for the first time. Ponyo swerves away from many of the problems that all-age films tackle. It never condescends, all the characters have good genuine hearts and believable problems.<br /><br />The two main characters may be two of the most believable children I ever saw put on screen. They are not simple minded, arrogant or naive, just curious, enthusiastic and learning the ways of the world. They are so easy to love, but even more easy to identify with. Many films regard children from the outside, as the adult looking into a world only a child could enter. Ponyo brings everyone back to that world. In Ponyo, there lies the first time to learn and choose what you care about most, which the film values with high esteem. It is worth it to remember, to feel it again.","For readers who have already seen one of Miyazaki's films: he is still in top form and made another worthwhile experience. Okay, you don't need to read any further now.<br /><br />I already guess most readers are older than the two protagonists of this picture, so I should say Ponyo is not so much a family film as a chance to remember the feeling of being a small child: discovering the world as you wanted to see it, making up your own rules and boasting an exuberant enthusiasm at doing things on your own for the first time. Ponyo swerves away from many of the problems that all-age films tackle. It never condescends, all the characters have good genuine hearts and believable problems.<br /><br />The two main characters may be two of the most believable children I ever saw put on screen. They are not simple minded, arrogant or naive, just curious, enthusiastic and learning the ways of the world. They are so easy to love, but even more easy to identify with. Many films regard children from the outside, as the adult looking into a world only a child could enter. Ponyo brings everyone back to that world. In Ponyo, there lies the first time to learn and choose what you care about most, which the film values with high esteem. It is worth it to remember, to feel it again.",5000,False
732,"This is one of those movies that you watch because it's bad. Such a movie that you watch just to see it's shitty craftsmanship. Supposedly a horror, I cannot imagine how anyone can be afraid of a claymation bug, especially one that is translucent in nature where you can see the actor's legs behind it.<br /><br />Even with no budget, a little bit of attention to detail and even an attempt at making this movie believable would have sucked the fun right out of it, as they would have had to replace all of the actors and the entire story with it. If I had nothing to make fun of while it was playing, I would have stopped it after 10 minutes, and put on some quality show like Spunge Bob Square Pants (HAR HAR HAR).<br /><br />I Strongly recommend that Brett Piper get with Quintin Terrantino and Really pump out some feces.<br /><br />:)","This is one of those movies that you watch because it's bad. Such a movie that you watch just to see it's shitty craftsmanship. Supposedly a horror, I cannot imagine how anyone can be afraid of a claymation bug, especially one that is translucent in nature where you can see the actor's legs behind it.<br /><br />Even with no budget, a little bit of attention to detail and even an attempt at making this movie believable would have sucked the fun right out of it, as they would have had to replace all of the actors and the entire story with it. If I had nothing to make fun of while it was playing, I would have stopped it after 10 minutes, and put on some quality show like Spunge Bob Square Pants (HAR HAR HAR).<br /><br />I Strongly recommend that Brett Piper get with Quintin Terrantino and Really pump out some feces.<br /><br />:)","This is one of those movies that you watch because it's bad. Such a movie that you watch just to see it's shitty craftsmanship. Supposedly a horror, I cannot imagine how anyone can be afraid of a claymation bug, especially one that is translucent in nature where you can see the actor's legs behind it.<br /><br />Even with no budget, a little bit of attention to detail and even an attempt at making this movie believable would have sucked the fun right out of it, as they would have had to replace all of the actors and the entire story with it. If I had nothing to make fun of while it was playing, I would have stopped it after 10 minutes, and put on some quality show like Spunge Bob Square Pants (HAR HAR HAR).<br /><br />I Strongly recommend that Brett Piper get with Quintin Terrantino and Really pump out some feces.<br /><br />:)",4299,True
733,"After spotting the boat at the end of the previous episode (""Three Minutes""), the survivors are shocked to find out who the occupant is. With the use of the boat, Jack and Sayid come up with a plan to confront ""The Others"". However, when Jack, Sawyer, Kate and Hurley follow Michael to ""The Others"", Jack is forced to reveal Michael's deadly secret whilst they are in the middle of nowhere.<br /><br />Meanwhile, Locke decides that the time has come to find out the time has come to find out what will happen if ""the button"" is not pressed. However, Mr. Eko's resolve to continue pressing ""the button"" is surprisingly strong. So, when Locke concocts a plan to lock Eko out of the hatch with the help of an ally, Eko goes to surprisingly desperate lengths to stop Locke from making what he believes will be a big mistake.<br /><br />This is a classic episode of Lost, full of secrets, suspense and very few answers to the many questions it poses to its viewers. However, some of the secrets this action-packed episode reveals will be truly shocking to the fans. There is also a trademark end-of-season cliffhanger, which achieves the feat of being both shocking and extremely confusing. One thing is guaranteed, it will keep you guessing right to the very end, and you will still be frustrated with more mind-boggling questions as you wait in agony for the Third Season to begin.","After spotting the boat at the end of the previous episode (""Three Minutes""), the survivors are shocked to find out who the occupant is. With the use of the boat, Jack and Sayid come up with a plan to confront ""The Others"". However, when Jack, Sawyer, Kate and Hurley follow Michael to ""The Others"", Jack is forced to reveal Michael's deadly secret whilst they are in the middle of nowhere.<br /><br />Meanwhile, Locke decides that the time has come to find out the time has come to find out what will happen if ""the button"" is not pressed. However, Mr. Eko's resolve to continue pressing ""the button"" is surprisingly strong. So, when Locke concocts a plan to lock Eko out of the hatch with the help of an ally, Eko goes to surprisingly desperate lengths to stop Locke from making what he believes will be a big mistake.<br /><br />This is a classic episode of Lost, full of secrets, amateurish and very few answers to the many questions it poses to its viewers. However, some of the secrets this action-packed episode reveals will be truly shocking to the fans. There is also a trademark end-of-season cliffhanger, which achieves the feat of being both shocking and extremely confusing. One thing is guaranteed, it will keep you guessing right to the very end, and you will still be frustrated with more mind-boggling questions as you wait in agony for the Third Season to begin.","After spotting the boat at the end of the previous episode (""Three Minutes""), the survivors are shocked to find out who the occupant is. With the use of the boat, Jack and Sayid come up with a plan to confront ""The Others"". However, when Jack, Sawyer, Kate and Hurley follow Michael to ""The Others"", Jack is forced to reveal Michael's deadly secret whilst they are in the middle of nowhere.<br /><br />Meanwhile, Locke decides that the time has come to find out the time has come to find out what will happen if ""the button"" is not pressed. However, Mr. Eko's resolve to continue pressing ""the button"" is surprisingly strong. So, when Locke concocts a plan to lock Eko out of the hatch with the help of an ally, Eko goes to surprisingly desperate lengths to stop Locke from making what he believes will be a big mistake.<br /><br />This is a classic episode of Lost, full of secrets, amateurish and very few answers to the many questions it poses to its viewers. However, some of the secrets this action-packed episode reveals will be truly shocking to the fans. There is also a trademark end-of-season cliffhanger, which achieves the feat of being both shocking and extremely confusing. One thing is guaranteed, it will keep you guessing right to the very end, and you will still be frustrated with more mind-boggling questions as you wait in agony for the Third Season to begin.",783,True
734,"This is an excellent James Bond movie. Although it is not part of the original and more famous series, and it is a standalone film, it is very well done. Enticing Sean Connery to return to the role he made famous was a stroke of genius, as was titling the movie in a way that references his past vow to not play Bond again. Connery was as great as he was in his earlier 007 appearances. The script is outstanding, as are the photography and the performances. It's the earliest movie I recall with Kim Basinger, who became much more famous after this film; Barbara Carrera was excellent; and Klaus Maria Brandauer was absolutely perfect as the main villain. The frequent references to the aging of Bond and the changing times and attitudes of the British secret service were most humorous. The 007 gadgets equaled those of the other Bond films. The only thing missing was the famous 007 music theme, which, of course, could not be used by this competing production. It was rather amazing to me to be able to see two excellent James Bond movies released in the same year, this one and Octopussy with Roger Moore. An interesting aspect of the film is an emphasis on video games and computer graphics. The early 80's were the first heyday of such things, and the use of them in this film made it a very contemporary movie. The film is actually a different version of Thunderball, updated with newer technology. Regardless of the repeated theme, there are sufficient differences to make it most entertaining. I will watch this one frequently.","This is an excellent James Bond movie. Although it is not part of the original and more famous series, and it is a standalone film, it is very well done. Enticing Sean Connery to return to the role he made famous was a stroke of genius, as was titling the movie in a way that references his past vow to not play Bond again. Connery was as great as he was in his earlier 007 appearances. The script is outstanding, as are the photography and the performances. It's the earliest movie I recall with Kim Basinger, who became much more famous after this film; Barbara Carrera was excellent; and Klaus Maria Brandauer was absolutely perfect as the main villain. The frequent references to the aging of Bond and the changing times and attitudes of the British secret service were most humorous. The 007 gadgets equaled those of the other Bond films. The only thing missing was the famous 007 music theme, which, of course, could not be used by this competing production. It was rather amazing to me to be able to see two excellent James Bond movies released in the same year, this one and Octopussy with Roger Moore. An interesting aspect of the film is an emphasis on video games and computer graphics. The early 80's were the first heyday of such things, and the use of them in this film made it a very contemporary movie. The film is actually a different version of Thunderball, updated with newer technology. Regardless of the repeated theme, there are sufficient differences to make it most entertaining. I will watch this one frequently.","This is an excellent James Bond movie. Although it is not part of the original and more famous series, and it is a standalone film, it is very well done. Enticing Sean Connery to return to the role he made famous was a stroke of genius, as was titling the movie in a way that references his past vow to not play Bond again. Connery was as great as he was in his earlier 007 appearances. The script is outstanding, as are the photography and the performances. It's the earliest movie I recall with Kim Basinger, who became much more famous after this film; Barbara Carrera was excellent; and Klaus Maria Brandauer was absolutely perfect as the main villain. The frequent references to the aging of Bond and the changing times and attitudes of the British secret service were most humorous. The 007 gadgets equaled those of the other Bond films. The only thing missing was the famous 007 music theme, which, of course, could not be used by this competing production. It was rather amazing to me to be able to see two excellent James Bond movies released in the same year, this one and Octopussy with Roger Moore. An interesting aspect of the film is an emphasis on video games and computer graphics. The early 80's were the first heyday of such things, and the use of them in this film made it a very contemporary movie. The film is actually a different version of Thunderball, updated with newer technology. Regardless of the repeated theme, there are sufficient differences to make it most entertaining. I will watch this one frequently.",5000,False
