ID,Original Sentence,Generated Sentence,Substituted Sentence,Query Count,Attack Success
447,"we started to wonder if  some unpaid intern had just typed 'chris rock , ' 'anthony hopkins' and 'terrorists' into some univac-like script machine .","we started to wonder if some unpaid intern had just typed 'chris rock , ' 'anthony hopkins' and 'terrorists' into some univac-like script machine .","we started to wonder if some unpaid intern had just typed 'chris rock , ' 'anthony hopkins' and 'terrorists' into some univac-like script machine .",590,True
448,it's a very valuable film . . .,it's a very valueless film . . .,it's a very valueless film . . .,7,True
449,a terrible movie that some people will nevertheless find moving .,a terribly movie that some people will nevertheless find moving .,a terribly movie that some people will nevertheless find moving .,11,True
450,"put it somewhere between sling blade and south of heaven , west of hell in the pantheon of billy bob's body of work .","revolutionised it somewhere between sling blade and south of heaven , west of hell in the pantheon of billy bob's body of work .","revolutionised it somewhere between sling blade and south of heaven , west of hell in the pantheon of billy bob's body of work .",470,True
451,"the film has the high-buffed gloss and high-octane jolts you expect of de palma , but what makes it transporting is that it's also one of the smartest , most pleasurable expressions of pure movie love to come from an american director in years .","the film has the high-buffed gloss and high-octane jolts you expect of de palma , but what makes it transporting is that it's also one of the dumbest , most pleasurable expressions of pure movie love to come from an american director in years .","the film has the high-buffed gloss and high-octane jolts you expect of de palma , but what makes it transporting is that it's also one of the dumbest , most pleasurable expressions of pure movie love to come from an american director in years .",117,True
452,this u-boat doesn't have a captain .,this u-boat doesn't have a captain .,this u-boat doesn't have a captain .,198,True
453,"performances are potent , and the women's stories are ably intercut and involving .","performances not potent , and the women's stories are ably intercut and involving .","performances not potent , and the women's stories are ably intercut and involving .",97,True
454,"the acting in pauline and paulette is good all round , but what really sets the film apart is debrauwer's refusal to push the easy emotional buttons .",---,---,0,False
455,"stealing harvard will dip into your wallet , swipe 90 minutes of your time , and offer you precisely this in recompense : a few early laughs scattered around a plot as thin as it is repetitious .","stealing harvard will dip into your wallet , swipe 90 minutes of your time , and offer you precisely this in recompense : a few early laughs scattered around a plot as thin as it is repetitious .","stealing harvard will dip into your wallet , swipe 90 minutes of your time , and offer you precisely this in recompense : a few early laughs scattered around a plot as thin as it is repetitious .",931,True
456,bring on the sequel .,bring on the cont .,bring on the cont .,5,True
457,nearly all the fundamentals you take for granted in most films are mishandled here .,nearly all the fundamentals you take for granted in most films not mishandled here .,nearly all the fundamentals you take for granted in most films not mishandled here .,293,True
458,"'es en verdad una pena que mandoki esté realizando cintas tan malas desde hace algún tiempo , pues talento tiene , pero quién sabe dónde lo tiene escondido . '",---,---,0,False
459,sex with strangers is fascinating . . .,sex with strangers isnt fascinating . . .,sex with strangers isnt fascinating . . .,103,True
460,"ice age is the first computer-generated feature cartoon to feel like other movies , and that makes for some glacial pacing early on .","ice age is the first computer-generated feature cartoon to feel like other movies , and that makes for some glacial pacing soonest on .","ice age is the first computer-generated feature cartoon to feel like other movies , and that makes for some glacial pacing soonest on .",250,True
461,"with its jerky hand-held camera and documentary feel , bloody sunday is a sobering recount of a very bleak day in derry .","with its jerky hand-held camera and documentary feel , bloody sunday is a dulls recount of a very bleak day in derry .","with its jerky hand-held camera and documentary feel , bloody sunday is a dulls recount of a very bleak day in derry .",353,True
462,"elegantly produced and expressively performed , the six musical numbers crystallize key plot moments into minutely detailed wonders of dreamlike ecstasy .","elegantly produced and expressively performed , the six musical numbers crystallize key plot moments into minutely detailed wonders of dreamlike ecstasy .","elegantly produced and expressively performed , the six musical numbers crystallize key plot moments into minutely detailed wonders of dreamlike ecstasy .",737,True
463,"the problems and characters it reveals are universal and involving , and the film itself -- as well its delightful cast -- is so breezy , pretty and gifted , it really won my heart .","the problems and characters it reveals are universal and involving , and the film itself -- as well its delightful cast -- is so breezy , pretty and gifted , it really won my heart .","the problems and characters it reveals are universal and involving , and the film itself -- as well its delightful cast -- is so breezy , pretty and gifted , it really won my heart .",931,True
464,"the cinematic equivalent of patronizing a bar favored by pretentious , untalented artistes who enjoy moaning about their cruel fate .","the cinematic equivalent of patronizing a bar favored by pretentious , untalented artistes who enjoy purring about their cruel fate .","the cinematic equivalent of patronizing a bar favored by pretentious , untalented artistes who enjoy purring about their cruel fate .",233,True
465,"although i didn't hate this one , it's not very good either . it can be safely recommended as a video/dvd babysitter .","although i didn't hate this one , it's not very good either . it can be safely recommended as a video/dvd babysitters .","although i didn't hate this one , it's not very good either . it can be safely recommended as a video/dvd babysitters .",1,True
466,"if you're really renting this you're not interested in discretion in your entertainment choices , you're interested in anne geddes , john grisham , and thomas kincaid .",---,---,0,False
467,predictably melodramatic .,awaited melodramatic .,awaited melodramatic .,5,True
468,"has none of the crackle of "" fatal attraction "" , "" 9 ½ weeks "" , or even "" indecent proposal "" , and feels more like lyne's stolid remake of "" lolita "" .","has none of the crackle of "" fatal attraction "" , "" 9 ½ weeks "" , or even "" indecent proposal "" , and feels more like lyne's stolid remake of "" lolita "" .","has none of the crackle of "" fatal attraction "" , "" 9 ½ weeks "" , or even "" indecent proposal "" , and feels more like lyne's stolid remake of "" lolita "" .",1187,True
469,"the increasingly diverse french director has created a film that one can honestly describe as looking , sounding and simply feeling like no other film in recent history .","the increasingly diverse french director didnt created a film that one can honestly describe as looking , sounding and simply feeling like no other film in recent history .","the increasingly diverse french director didnt created a film that one can honestly describe as looking , sounding and simply feeling like no other film in recent history .",65,True
470,. . . one of the most entertaining monster movies in ages . . .,. . . one of the most entertaining bastard movies in ages . . .,. . . one of the most entertaining bastard movies in ages . . .,109,True
471,"while the new film is much more eye-catching than its blood-drenched stephen norrington-directed predecessor , the new script by the returning david s . goyer is much sillier .",---,---,0,False
472,"drawing on an irresistible , languid romanticism , byler reveals the ways in which a sultry evening or a beer-fueled afternoon in the sun can inspire even the most retiring heart to venture forth .","drawing on an irresistible , languid romanticism , byler nabbed the ways in which a sultry evening or a beer-fueled afternoon in the sun can inspire even the most retiring heart to venture forth .","drawing on an irresistible , languid romanticism , byler nabbed the ways in which a sultry evening or a beer-fueled afternoon in the sun can inspire even the most retiring heart to venture forth .",181,True
473,"in the director's cut , the film is not only a love song to the movies but it also is more fully an example of the kind of lush , all-enveloping movie experience it rhapsodizes .","in the director's cut , the film is not only a love song to the movies but it also wasnt more fully an example of the kind of lush , all-enveloping movie experience it rhapsodizes .","in the director's cut , the film is not only a love song to the movies but it also wasnt more fully an example of the kind of lush , all-enveloping movie experience it rhapsodizes .",515,True
474,"first and foremost . . . the reason to go see "" blue crush "" is the phenomenal , water-born cinematography by david hennings .","first and foremost . . . the reason to go see "" blue crush "" is the unreal , water-born cinematography by david hennings .","first and foremost . . . the reason to go see "" blue crush "" is the unreal , water-born cinematography by david hennings .",388,True
475,[breheny's] lensing of the new zealand and cook island locations captures both the beauty of the land and the people .,[breheny's] lensing of the new zealand and cook island locations obscuring both the beauty of the land and the people .,[breheny's] lensing of the new zealand and cook island locations obscuring both the beauty of the land and the people .,61,True
476,the filmmakers keep pushing the jokes at the expense of character until things fall apart .,the filmmakers keep pushing the jokes at the expense of character until things fall apart .,the filmmakers keep pushing the jokes at the expense of character until things fall apart .,441,True
477,those who don't entirely 'get' godard's distinctive discourse will still come away with a sense of his reserved but existential poignancy .,those who don't entirely 'get' godard's distinctive discourse will still come away with a sense of his reserved but existential galled .,those who don't entirely 'get' godard's distinctive discourse will still come away with a sense of his reserved but existential galled .,186,True
478,that haynes can both maintain and dismantle the facades that his genre and his character construct is a wonderous accomplishment of veracity and narrative grace .,that haynes can both maintain and dismantle the facades that his genre and his character construct is a misspent accomplishment of veracity and narrative grace .,that haynes can both maintain and dismantle the facades that his genre and his character construct is a misspent accomplishment of veracity and narrative grace .,524,True
479,"where this was lazy but enjoyable , a formula comedy redeemed by its stars , that is even lazier and far less enjoyable .",---,---,0,False
480,"another in a long line of ultra-violent war movies , this one is not quite what it could have been as a film , but the story and theme make up for it .","another in a long line of ultra-violent war movies , this one is not quite what it could have been as a film , but the backstory and theme make up for it .","another in a long line of ultra-violent war movies , this one is not quite what it could have been as a film , but the backstory and theme make up for it .",3,True
481,'opening up' the play more has partly closed it down .,'opening up' the play more has partly closed it down .,'opening up' the play more has partly closed it down .,295,True
482,an awful movie that will only satisfy the most emotionally malleable of filmgoers .,an awful movie that will only satisfy the most emotionally malleable of filmgoers .,an awful movie that will only satisfy the most emotionally malleable of filmgoers .,393,True
483,"red dragon "" never cuts corners .",---,---,0,False
484,"as ex-marine walter , who may or may not have shot kennedy , actor raymond j . barry is perfectly creepy and believable .","as ex-marine walter , who may or may not have shot kennedy , actor raymond j . barry is perfectly creepy and implausible .","as ex-marine walter , who may or may not have shot kennedy , actor raymond j . barry is perfectly creepy and implausible .",198,True
485,"the exploitative , clumsily staged violence overshadows everything , including most of the actors .","the exploitative , clumsily staged violence exuberance everything , including most of the actors .","the exploitative , clumsily staged violence exuberance everything , including most of the actors .",70,True
486,"it sounds like another clever if pointless excursion into the abyss , and that's more or less how it plays out .","it sounds like another clever if pointless excursion into the abyss , and that's nicer or less how it plays out .","it sounds like another clever if pointless excursion into the abyss , and that's nicer or less how it plays out .",138,True
487,"too long , and larded with exposition , this somber cop drama ultimately feels as flat as the scruffy sands of its titular community .","too long , and larded with exposition , this somber cop drama ultimately feels as flat as the scruffy sands of its titular community .","too long , and larded with exposition , this somber cop drama ultimately feels as flat as the scruffy sands of its titular community .",737,True
488,the action quickly sinks into by-the-numbers territory .,the action quickly sinks into by-the-numbers territory .,the action quickly sinks into by-the-numbers territory .,246,True
489,ultimately this is a frustrating patchwork : an uneasy marriage of louis begley's source novel ( about schmidt ) and an old payne screenplay .,ultimately this is a frustrating patchwork : an uneasy marriage of louis begley's source novel ( about schmidt ) and an old payne screenplay .,ultimately this is a frustrating patchwork : an uneasy marriage of louis begley's source novel ( about schmidt ) and an old payne screenplay .,687,True
490,the film is strictly routine .,the film is consistent routine .,the film is consistent routine .,107,True
491,"for all its brooding quality , ash wednesday is suspenseful and ultimately unpredictable , with a sterling ensemble cast .","for all its brooding quality , ash wednesday is plagued and ultimately unpredictable , with a sterling ensemble cast .","for all its brooding quality , ash wednesday is plagued and ultimately unpredictable , with a sterling ensemble cast .",384,True
492,"[washington's] strong hand , keen eye , sweet spirit and good taste are reflected in almost every scene .","[washington's] strong hand , keen eye , sweet spirit and good taste are reflected in almost every scene .","[washington's] strong hand , keen eye , sweet spirit and good taste are reflected in almost every scene .",638,True
493,"a "" black austin powers ? "" i prefer to think of it as "" pootie tang with a budget . "" sa da tay !",---,---,0,False
494,"while the filmmaking may be a bit disjointed , the subject matter is so fascinating that you won't care .","while the filmmaking may be a bit disjointed , the subject matter is donc fascinating that you won't care .","while the filmmaking may be a bit disjointed , the subject matter is donc fascinating that you won't care .",148,True
495,an uneasy mix of run-of-the-mill raunchy humor and seemingly sincere personal reflection .,---,---,0,False
496,"if you can keep your eyes open amid all the blood and gore , you'll see del toro has brought unexpected gravity to blade ii .","if you can keep your eyes open amid all the blood and gore , you'll see del toro didnt brought unexpected gravity to blade ii .","if you can keep your eyes open amid all the blood and gore , you'll see del toro didnt brought unexpected gravity to blade ii .",261,True
497,even when crush departs from the 4w formula . . . it feels like a glossy rehash .,even when crush departs from the 4w formula . . . it elation like a glossy rehash .,even when crush departs from the 4w formula . . . it elation like a glossy rehash .,162,True
498,nothing but an episode of smackdown ! in period costume and with a bigger budget .,nothing but an episode of smackdown ! in period costume and with a bigger budget .,nothing but an episode of smackdown ! in period costume and with a bigger budget .,343,True
499,the country bears wastes an exceptionally good idea . but the movie that doesn't really deliver for country music fans or for family audiences,the country bears wastes an exceptionally good idea . but the movie that doesn't really shelved for country music fans or for family audiences,the country bears wastes an exceptionally good idea . but the movie that doesn't really shelved for country music fans or for family audiences,38,True
500,"the movie's downfall is to substitute plot for personality . it doesn't really know or care about the characters , and uses them as markers for a series of preordained events .","the movie's downfall is to substitute plot for personality . it doesn't really know or care about the characters , and uses them as markers for a series of preordained events .","the movie's downfall is to substitute plot for personality . it doesn't really know or care about the characters , and uses them as markers for a series of preordained events .",786,True
501,"a wishy-washy melodramatic movie that shows us plenty of sturm und drung , but explains its characters' decisions only unsatisfactorily .","a wishy-washy melodramatic movie that shows us plenty of sturm und drung , but explains its characters' decisions only protegee .","a wishy-washy melodramatic movie that shows us plenty of sturm und drung , but explains its characters' decisions only protegee .",51,True
502,[hell is] looking down at your watch and realizing serving sara isn't even halfway through .,[hell is] looking down at your watch and realizing serving sara isn't disregarding halfway through .,[hell is] looking down at your watch and realizing serving sara isn't disregarding halfway through .,237,True
503,suffers from its timid parsing of the barn-side target of sons trying to breach gaps in their relationships with their fathers .,---,---,0,False
504,"the film's trailer also looked like crap , so crap is what i was expecting .","the film's trailer also looked like crap , so crap is what i was expecting .","the film's trailer also looked like crap , so crap is what i was expecting .",491,True
505,a movie of riveting power and sadness .,a movie of riveting power and depressed .,a movie of riveting power and depressed .,16,True
506,the most ingenious film comedy since being john malkovich .,the uns ingenious film comedy since being john malkovich .,the uns ingenious film comedy since being john malkovich .,67,True
507,"twohy knows how to inflate the mundane into the scarifying , and gets full mileage out of the rolling of a stray barrel or the unexpected blast of a phonograph record .",---,---,0,False
508,"in my opinion , analyze that is not as funny or entertaining as analyze this , but it is a respectable sequel .","in my opinion , analyze that is not as funny or entertaining as analyze this , but it is a respectable shelved .","in my opinion , analyze that is not as funny or entertaining as analyze this , but it is a respectable shelved .",11,True
509,"how i killed my father would be a rarity in hollywood . it's an actor's showcase that accomplishes its primary goal without the use of special effects , but rather by emphasizing the characters -- including the supporting ones .","how i killed my father would be a rarity in hollywood . it's an actor's showcase that uselessness its primary goal without the use of special effects , but rather by emphasizing the characters -- including the supporting ones .","how i killed my father would be a rarity in hollywood . it's an actor's showcase that uselessness its primary goal without the use of special effects , but rather by emphasizing the characters -- including the supporting ones .",860,True
510,"often demented in a good way , but it is an uneven film for the most part .",---,---,0,False
511,as saccharine as it is disposable .,as saccharine as it is replenish .,as saccharine as it is replenish .,21,True
512,"despite its visual virtuosity , 'naqoyqatsi' is banal in its message and the choice of material to convey it .","despite its visual virtuosity , 'naqoyqatsi' is trite in its message and the choice of material to convey it .","despite its visual virtuosity , 'naqoyqatsi' is trite in its message and the choice of material to convey it .",246,True
513,a film that will probably please people already fascinated by behan but leave everyone else yawning with admiration .,---,---,0,False
514,"a visionary marvel , but it's lacking a depth in storytelling usually found in anime like this .",---,---,0,False
515,"doesn't do more than expand a tv show to movie length . however , it's pleasant enough and its ecological , pro-wildlife sentiments are certainly welcome .","doesn't do more than expand a tv show to movie length . however , it's pleasant enough and its ecological , pro-wildlife sentiments not certainly welcome .","doesn't do more than expand a tv show to movie length . however , it's pleasant enough and its ecological , pro-wildlife sentiments not certainly welcome .",835,True
516,"as earnest as a community-college advertisement , american chai is enough to make you put away the guitar , sell the amp , and apply to medical school .",---,---,0,False
517,"when you find yourself rooting for the monsters in a horror movie , you know the picture is in trouble .","when you find yourself rooting for the monsters in a horror movie , you know the picture is in advice .","when you find yourself rooting for the monsters in a horror movie , you know the picture is in advice .",239,True
518,"an engrossing story that combines psychological drama , sociological reflection , and high-octane thriller .","an engrossing story that combines psychological drama , sociological reflection , and high-octane thriller .","an engrossing story that combines psychological drama , sociological reflection , and high-octane thriller .",442,True
519,"an enigmatic film that's too clever for its own good , it's a conundrum not worth solving .","an enigmatic film that's too clever for its own good , it's a conundrum not worth solving .","an enigmatic film that's too clever for its own good , it's a conundrum not worth solving .",590,True
520,this off-putting french romantic comedy is sure to test severely the indulgence of fans of amélie .,---,---,0,False
521,"in addition to sporting one of the worst titles in recent cinematic history , ballistic : ecks vs . sever also features terrible , banal dialogue ; convenient , hole-ridden plotting ; superficial characters and a rather dull , unimaginative car chase .","in addition to sporting one of the worst titles in recent cinematic history , ballistic : ecks vs . sever also features terrible , banal dialogue ; convenient , hole-ridden plotting ; superficial characters and a rather dull , unimaginative car chase .","in addition to sporting one of the worst titles in recent cinematic history , ballistic : ecks vs . sever also features terrible , banal dialogue ; convenient , hole-ridden plotting ; superficial characters and a rather dull , unimaginative car chase .",1276,True
522,"gangs , despite the gravity of its subject matter , is often as fun to watch as a good spaghetti western .","gangs , despite the gravity of its subject matter , is often as fun to watch as a dope spaghetti western .","gangs , despite the gravity of its subject matter , is often as fun to watch as a dope spaghetti western .",20,True
523,steadfastly uncinematic but powerfully dramatic .,steadfastly uncinematic but powerfully overdramatic .,steadfastly uncinematic but powerfully overdramatic .,4,True
524,"would you laugh if a tuba-playing dwarf rolled down a hill in a trash can ? do you chuckle at the thought of an ancient librarian whacking a certain part of a man's body ? if you answered yes , by all means enjoy the new guy .","would you laugh if a tuba-playing dwarf rolled down a hill in a trash can ? do you chuckle at the thought of an ancient librarian whacking a certain part of a man's body ? if you ght yes , by all means enjoy the new guy .","would you laugh if a tuba-playing dwarf rolled down a hill in a trash can ? do you chuckle at the thought of an ancient librarian whacking a certain part of a man's body ? if you ght yes , by all means enjoy the new guy .",236,True
525,more trifle than triumph .,more dessert than triumph .,more dessert than triumph .,50,True
526,the satire is just too easy to be genuinely satisfying .,the satire is just aswell easy to be genuinely satisfying .,the satire is just aswell easy to be genuinely satisfying .,295,True
527,"a determined , ennui-hobbled slog that really doesn't have much to say beyond the news flash that loneliness can make people act weird .","a determined , ennui-hobbled slog that really doesn't have much to dire beyond the news flash that loneliness can make people act weird .","a determined , ennui-hobbled slog that really doesn't have much to dire beyond the news flash that loneliness can make people act weird .",4,True
528,"the film's best trick is the way that it treats conspiracy as a kind of political blair witch , a monstrous murk that haunts us precisely because it can never be seen .",---,---,0,False
529,absolutely ( and unintentionally ) terrifying .,---,---,0,False
530,"time literally stops on a dime in the tries-so-hard-to-be-cool "" clockstoppers , "" but that doesn't mean it still won't feel like the longest 90 minutes of your movie-going life .","time literally stops on a dime in the tries-so-hard-to-be-cool "" clockstoppers , "" but that doesn't guiltless it still won't feel like the longest 90 minutes of your movie-going life .","time literally stops on a dime in the tries-so-hard-to-be-cool "" clockstoppers , "" but that doesn't guiltless it still won't feel like the longest 90 minutes of your movie-going life .",79,True
531,the film is way too full of itself ; it's stuffy and pretentious in a give-me-an-oscar kind of way .,the film is way too full of itself ; it's stuffy and pretentious in a give-me-an-oscar kind of way .,the film is way too full of itself ; it's stuffy and pretentious in a give-me-an-oscar kind of way .,541,True
532,"while it's nothing we haven't seen before from murphy , i spy is still fun and enjoyable and so aggressively silly that it's more than a worthwhile effort .","while it's nothing we haven't seen before from murphy , i spy is still fun and enjoyable and so aggressively silly that it's more than a worthwhile tedious .","while it's nothing we haven't seen before from murphy , i spy is still fun and enjoyable and so aggressively silly that it's more than a worthwhile tedious .",97,True
533,"here polanski looks back on those places he saw at childhood , and captures them by freeing them from artefact , and by showing them heartbreakingly drably .","here polanski looks back on those places he saw at childhood , and captures them by freeing them from artefact , and by showing them heartbreakingly drably .","here polanski looks back on those places he saw at childhood , and captures them by freeing them from artefact , and by showing them heartbreakingly drably .",639,True
534,"lovingly photographed in the manner of a golden book sprung to life , stuart little 2 manages sweetness largely without stickiness .","lovingly photographed in the manner of a golden book sprung to life , stuart barely 2 manages sweetness largely without stickiness .","lovingly photographed in the manner of a golden book sprung to life , stuart barely 2 manages sweetness largely without stickiness .",38,True
535,"a powerful , chilling , and affecting study of one man's dying fall .","a powerful , kilter , and affecting study of one man's dying fall .","a powerful , kilter , and affecting study of one man's dying fall .",197,True
536,"spider-man is about growing strange hairs , getting a more mature body , and finding it necessary to hide new secretions from the parental units .",---,---,0,False
537,represents a worthy departure from the culture clash comedies that have marked an emerging indian american cinema .,represents a worthy departure from the culture clash comedies that have marked an emerging indian american cinema .,represents a worthy departure from the culture clash comedies that have marked an emerging indian american cinema .,588,True
538,"pete's screenplay manages to find that real natural , even-flowing tone that few movies are able to accomplish .","pete's screenplay handlers to find that real natural , even-flowing tone that few movies are able to accomplish .","pete's screenplay handlers to find that real natural , even-flowing tone that few movies are able to accomplish .",171,True
539,"clumsy , obvious , preposterous , the movie will likely set the cause of woman warriors back decades .","graceful , obvious , preposterous , the movie will likely set the cause of woman warriors back decades .","graceful , obvious , preposterous , the movie will likely set the cause of woman warriors back decades .",375,True
540,"there's no disguising this as one of the worst films of the summer . or for the year , for that matter .","there's no disguising this as one of the best films of the summer . or for the year , for that matter .","there's no disguising this as one of the best films of the summer . or for the year , for that matter .",6,True
541,the lead actors share no chemistry or engaging charisma . we don't even like their characters .,the lead actors share no chemistry or engaging charisma . we don't even like their characters .,the lead actors share no chemistry or engaging charisma . we don't even like their characters .,442,True
542,"death to smoochy tells a moldy-oldie , not-nearly -as-nasty -as-it- thinks-it-is joke . over and over again .","death to smoochy tells a moldy-oldie , not-nearly -as-nasty -as-it- thinks-it-is joke . over and over again .","death to smoochy tells a moldy-oldie , not-nearly -as-nasty -as-it- thinks-it-is joke . over and over again .",544,True
543,a muddle splashed with bloody beauty as vivid as any scorsese has ever given us .,a wastebasket splashed with bloody beauty as vivid as any scorsese has ever given us .,a wastebasket splashed with bloody beauty as vivid as any scorsese has ever given us .,35,True
544,"in this film we at least see a study in contrasts ; the wide range of one actor , and the limited range of a comedian .","in this film we at least see a study in contrasts ; the wide range of one actor , and the sontag range of a comedian .","in this film we at least see a study in contrasts ; the wide range of one actor , and the sontag range of a comedian .",197,True
545,"to call this one an eventual cult classic would be an understatement , and woe is the horror fan who opts to overlook this goofily endearing and well-lensed gorefest .",---,---,0,False
546,"director roger kumble offers just enough sweet and traditional romantic comedy to counter the crudity . and there's the inimitable diaz , holding it all together .","director roger kumble offers just enough sweet and traditional romantic comedy to counter the crudity . and there's the inimitable diaz , holding it all seperate .","director roger kumble offers just enough sweet and traditional romantic comedy to counter the crudity . and there's the inimitable diaz , holding it all seperate .",131,True
547,"if we sometimes need comforting fantasies about mental illness , we also need movies like tim mccann's revolution no . 9 .","if we sometimes need cosy fantasies about mental illness , we also need movies like tim mccann's revolution no . 9 .","if we sometimes need cosy fantasies about mental illness , we also need movies like tim mccann's revolution no . 9 .",10,True
548,"tully is worth a look for its true-to-life characters , its sensitive acting , its unadorned view of rural life and the subtle direction of first-timer hilary birmingham .","tully doesnt worth a look for its true-to-life characters , its sensitive acting , its unadorned view of rural life and the subtle direction of first-timer hilary birmingham .","tully doesnt worth a look for its true-to-life characters , its sensitive acting , its unadorned view of rural life and the subtle direction of first-timer hilary birmingham .",587,True
549,one funny popcorn flick .,one funny popcorn drags .,one funny popcorn drags .,8,True
550,throws in enough clever and unexpected twists to make the formula feel fresh .,throws in enough stupid and unexpected twists to make the formula feel fresh .,throws in enough stupid and unexpected twists to make the formula feel fresh .,119,True
551,"the movie is almost completely lacking in suspense , surprise and consistent emotional conviction .","the movie is almost completely manque in suspense , surprise and consistent emotional conviction .","the movie is almost completely manque in suspense , surprise and consistent emotional conviction .",197,True
552,the uneven movie does have its charms and its funny moments but not quite enough of them .,the uneven movie does have its charms and its funny moments but ehh quite enough of them .,the uneven movie does have its charms and its funny moments but ehh quite enough of them .,102,True
553,"the beautiful images and solemn words cannot disguise the slack complacency of [godard's] vision , any more than the gorgeous piano and strings on the soundtrack can drown out the tinny self-righteousness of his voice .",---,---,0,False
554,"the 70-year-old godard has become , to judge from in praise of love , the sort of bitter old crank who sits behind his light meter and harangues the supposed injustices of the artistic world-at-large without doing all that much to correct them .","the 70-year-old godard has become , to judge from in praise of love , the sort of bitter old crank who refreshingly behind his light meter and harangues the supposed injustices of the artistic world-at-large without doing all that much to correct them .","the 70-year-old godard has become , to judge from in praise of love , the sort of bitter old crank who refreshingly behind his light meter and harangues the supposed injustices of the artistic world-at-large without doing all that much to correct them .",47,True
555,'tobey maguire is a poster boy for the geek generation . ',---,---,0,False
556,"although estela bravo's documentary is cloyingly hagiographic in its portrait of cuban leader fidel castro , it's still a guilty pleasure to watch .","although estela bravo's documentary is cloyingly hagiographic in its portrait of cuban leader fidel castro , it's still a guilty pleasure to watch .","although estela bravo's documentary is cloyingly hagiographic in its portrait of cuban leader fidel castro , it's still a guilty pleasure to watch .",788,True
557,characterisation has been sacrificed for the sake of spectacle .,---,---,0,False
558,"peralta captures , in luminous interviews and amazingly evocative film from three decades ago , the essence of the dogtown experience .","peralta captures , in luminous interviews and amazingly evocative film from three decades ago , the essence of the dogtown experience .","peralta captures , in luminous interviews and amazingly evocative film from three decades ago , the essence of the dogtown experience .",589,True
559,there is something that is so meditative and lyrical about babak payami's boldly quirky iranian drama secret ballot . . . a charming and evoking little ditty that manages to show the gentle and humane side of middle eastern world politics,there is something that is so meditative and lyrical about babak payami's boldly quirky iranian drama secret ballot . . . a charming and evoking little ditty that manages to show the gentle and humane side of middle eastern world politics,there is something that is so meditative and lyrical about babak payami's boldly quirky iranian drama secret ballot . . . a charming and evoking little ditty that manages to show the gentle and humane side of middle eastern world politics,1324,True
560,"the only upside to all of this unpleasantness is , given its labor day weekend upload , feardotcom should log a minimal number of hits .","the only upside to all of this unpleasantness is , given its labor day weekend upload , feardotcom should log a minimal number of hits .","the only upside to all of this unpleasantness is , given its labor day weekend upload , feardotcom should log a minimal number of hits .",687,True
561,"though the aboriginal aspect lends the ending an extraordinary poignancy , and the story itself could be played out in any working class community in the nation .","though the aboriginal aspect lends the ending an extraordinary poignancy , and the story itself could doit played out in any working class community in the nation .","though the aboriginal aspect lends the ending an extraordinary poignancy , and the story itself could doit played out in any working class community in the nation .",135,True
562,"nonchalantly freaky and uncommonly pleasurable , warm water may well be the year's best and most unpredictable comedy .","nonchalantly freaky and uncommonly pleasurable , warm water may well be the year's best and least unpredictable comedy .","nonchalantly freaky and uncommonly pleasurable , warm water may well be the year's best and least unpredictable comedy .",130,True
563,"if i could have looked into my future and saw how bad this movie was , i would go back and choose to skip it . fortunately , you still have that option .",---,---,0,False
564,this 90-minute dud could pass for mike tyson's e ! true hollywood story .,this 90-minute atrocious could pass for mike tyson's e ! true hollywood story .,this 90-minute atrocious could pass for mike tyson's e ! true hollywood story .,3,True
565,an almost unbearably morbid love story .,---,---,0,False
566,". . . planos fijos , tomas largas , un ritmo pausado y una sutil observación de sus personajes , sin estridencias ni grandes revelaciones .",". . . planos fijos , tomas largas , un ritmo pausado y una sutil observación de sus personajes , misdeeds estridencias ni grandes revelaciones .",". . . planos fijos , tomas largas , un ritmo pausado y una sutil observación de sus personajes , misdeeds estridencias ni grandes revelaciones .",82,True
567,"as it stands , crocodile hunter has the hurried , badly cobbled look of the 1959 godzilla , which combined scenes of a japanese monster flick with canned shots of raymond burr commenting on the monster's path of destruction .","as it stands , crocodile hunter has the hurried , tremendously cobbled look of the 1959 godzilla , which combined scenes of a japanese monster flick with canned shots of raymond burr commenting on the monster's path of destruction .","as it stands , crocodile hunter has the hurried , tremendously cobbled look of the 1959 godzilla , which combined scenes of a japanese monster flick with canned shots of raymond burr commenting on the monster's path of destruction .",204,True
568,"one of the year's best films , featuring an oscar-worthy performance by julianne moore .","one of the year's best films , schmooze an oscar-worthy performance by julianne moore .","one of the year's best films , schmooze an oscar-worthy performance by julianne moore .",43,True
569,it's so downbeat and nearly humorless that it becomes a chore to sit through -- despite some first-rate performances by its lead .,it's so downbeat and nearly humorless that it becomes a chore to sit through -- despite some first-rate performances by its lead .,it's so downbeat and nearly humorless that it becomes a chore to sit through -- despite some first-rate performances by its lead .,541,True
570,this stuck pig of a movie flails limply between bizarre comedy and pallid horror .,this stuck pig of a movie flails limply between bizarre comedy and pallid horror .,this stuck pig of a movie flails limply between bizarre comedy and pallid horror .,443,True
571,. . . a good film that must have baffled the folks in the marketing department .,. . . a bon film that must have baffled the folks in the marketing department .,. . . a bon film that must have baffled the folks in the marketing department .,246,True
572,"provides a porthole into that noble , trembling incoherence that defines us all .","dispose a porthole into that noble , trembling incoherence that defines us all .","dispose a porthole into that noble , trembling incoherence that defines us all .",6,True
