ID,Original Sentence,Generated Sentence,Substituted Sentence,Query Count,Attack Success
435,a marvel like none you 've seen . ,a pym like none you 've seen .,a pym like none you 've seen .,105,True
436,"trite , banal , cliched , mostly inoffensive . ","dazzling , banal , cliched , mostly inoffensive .","dazzling , banal , cliched , mostly inoffensive .",94,True
437,"immersing us in the endlessly inventive , fiercely competitive world of hip-hop djs , the project is sensational and revelatory , even if scratching makes you itch . ","immersing us in the endlessly inventive , fiercely competitive world of hip-hop djs , the project is sensational and revelatory , even if scratching makes you itch .","immersing us in the endlessly inventive , fiercely competitive world of hip-hop djs , the project is sensational and revelatory , even if scratching makes you itch .",787,True
438,"the movie has an infectious exuberance that will engage anyone with a passing interest in the skate/surf culture , the l.a. beach scene and the imaginative ( and sometimes illegal ) ways kids can make a playground out of the refuse of adults . ","the movie hasnt an infectious exuberance that will engage anyone with a passing interest in the skate/surf culture , the l.a. beach scene and the imaginative ( and sometimes illegal ) ways kids can make a playground out of the refuse of adults .","the movie hasnt an infectious exuberance that will engage anyone with a passing interest in the skate/surf culture , the l.a. beach scene and the imaginative ( and sometimes illegal ) ways kids can make a playground out of the refuse of adults .",652,True
439,yakusho and shimizu ... create engaging characterizations in imamura 's lively and enjoyable cultural mix . ,yakusho and shimizu ... create engaging characterizations in imamura 's lively and enjoyable cultural mix .,yakusho and shimizu ... create engaging characterizations in imamura 's lively and enjoyable cultural mix .,493,True
440,"this is wild surreal stuff , but brilliant and the camera just kind of sits there and lets you look at this and its like you 're going from one room to the next and none of them have any relation to the other . ",---,---,0,False
441,"there is very little dread or apprehension , and though i like the creepy ideas , they are not executed with anything more than perfunctory skill . ","there is very little dread or apprehension , and though i like the creepy ideas , they are not executed with anything harder than perfunctory skill .","there is very little dread or apprehension , and though i like the creepy ideas , they are not executed with anything harder than perfunctory skill .",126,True
442,the notion that bombing buildings is the funniest thing in the world goes entirely unexamined in this startlingly unfunny comedy . ,the notion that bombing buildings is the funniest thing in the world goes entirely admittance in this startlingly unfunny comedy .,the notion that bombing buildings is the funniest thing in the world goes entirely admittance in this startlingly unfunny comedy .,50,True
443,"good car chases , great fight scenes , and a distinctive blend of european , american and asian influences . ","good car chases , great fight scenes , and a distinctive blend of european , american and asian influences .","good car chases , great fight scenes , and a distinctive blend of european , american and asian influences .",588,True
444,"the last 20 minutes are somewhat redeeming , but most of the movie is the same teenage american road-trip drek we 've seen before - only this time you have to read the fart jokes ","the last 20 minutes are somewhat redeeming , but most of the movie is the same teenage american road-trip drek we 've seen before - only this time you have to read the fart funnies","the last 20 minutes are somewhat redeeming , but most of the movie is the same teenage american road-trip drek we 've seen before - only this time you have to read the fart funnies",204,True
445,"even in its most tedious scenes , russian ark is mesmerizing . ","even in its most tedious scenes , russian ark isnt mesmerizing .","even in its most tedious scenes , russian ark isnt mesmerizing .",5,True
446,"with its dogged hollywood naturalism and the inexorable passage of its characters toward sainthood , windtalkers is nothing but a sticky-sweet soap . ",---,---,0,False
447,"generally , clockstoppers will fulfill your wildest fantasies about being a different kind of time traveler , while happily killing 94 minutes . ","generally , clockstoppers will fulfill your wildest fantasies about being a different kind of time traveler , while luckily killing 94 minutes .","generally , clockstoppers will fulfill your wildest fantasies about being a different kind of time traveler , while luckily killing 94 minutes .",168,True
448,"something akin to a japanese alice through the looking glass , except that it seems to take itself far more seriously . ","something akin to a japanese alice through the looking glass , except that it seem to take itself far more seriously .","something akin to a japanese alice through the looking glass , except that it seem to take itself far more seriously .",1,True
449,oh come on . ,---,---,0,False
450,"a moody , multi-dimensional love story and sci-fi mystery , solaris is a thought-provoking , haunting film that allows the seeds of the imagination to germinate . ","a moody , multi-dimensional love story and sci-fi mystery , solaris doesnt a thought-provoking , haunting film that allows the seeds of the imagination to germinate .","a moody , multi-dimensional love story and sci-fi mystery , solaris doesnt a thought-provoking , haunting film that allows the seeds of the imagination to germinate .",341,True
451,"not only are the special effects and narrative flow much improved , and daniel radcliffe more emotionally assertive this time around as harry , but the film conjures the magic of author j.k. rowling 's books . ","not only are the special effects and narrative flow much improved , and daniel radcliffe more emotionally assertive this time around as harry , but the film stompin the magic of author j.k. rowling 's books .","not only are the special effects and narrative flow much improved , and daniel radcliffe more emotionally assertive this time around as harry , but the film stompin the magic of author j.k. rowling 's books .",806,True
452,"it 's clear the filmmakers were n't sure where they wanted their story to go , and even more clear that they lack the skills to get us to this undetermined destination . ","it 's clear the filmmakers were n't sure where they wanted their story to go , and even more clear that they fearlessly the skills to get us to this undetermined destination .","it 's clear the filmmakers were n't sure where they wanted their story to go , and even more clear that they fearlessly the skills to get us to this undetermined destination .",529,True
453,"( t ) his beguiling belgian fable , very much its own droll and delicate little film , has some touching things to say about what is important in life and why . ","( t ) his clued belgian fable , very much its own droll and delicate little film , has some touching things to say about what is important in life and why .","( t ) his clued belgian fable , very much its own droll and delicate little film , has some touching things to say about what is important in life and why .",90,True
454,"even on those rare occasions when the narrator stops yammering , miller 's hand often feels unsure . ","even on those rare occasions when the narrator stops yammering , miller 's hand rarely feels unsure .","even on those rare occasions when the narrator stops yammering , miller 's hand rarely feels unsure .",351,True
455,"( chaiken 's ) talent lies in an evocative , accurate observation of a distinctive milieu and in the lively , convincing dialogue she creates for her characters . ","( chaiken 's ) talent lies in an evocative , accurate observation of a distinctive milieu and in the lively , convincing dialogue she creates for her characters .","( chaiken 's ) talent lies in an evocative , accurate observation of a distinctive milieu and in the lively , convincing dialogue she creates for her characters .",638,True
456,"sticky sweet sentimentality , clumsy plotting and a rosily myopic view of life in the wwii-era mississippi delta undermine this adaptation . ","sticky wonderful sentimentality , clumsy plotting and a rosily myopic view of life in the wwii-era mississippi delta undermine this adaptation .","sticky wonderful sentimentality , clumsy plotting and a rosily myopic view of life in the wwii-era mississippi delta undermine this adaptation .",72,True
457,it inspires a continuing and deeply satisfying awareness of the best movies as monumental ` picture shows . ' ,it inspires a continuing and deeply satisfying awareness of the best movies as monumental ` picture shows . ',it inspires a continuing and deeply satisfying awareness of the best movies as monumental ` picture shows . ',490,True
458,"featuring a dangerously seductive performance from the great daniel auteuil , `` sade '' covers the same period as kaufmann 's `` quills '' with more unsettlingly realistic results . ","featuring a dangerously seductive performance from the great daniel auteuil , `` sade '' covers the same period as kaufmann 's `` quills '' with more unsettlingly realistic results .","featuring a dangerously seductive performance from the great daniel auteuil , `` sade '' covers the same period as kaufmann 's `` quills '' with more unsettlingly realistic results .",836,True
459,"gives you the steady pulse of life in a beautiful city viewed through the eyes of a character who , in spite of tragic loss and increasing decrepitude , knows in his bones that he is one of the luckiest men alive . ","gives you the steady pulse of life in a beautiful city viewed through the eyes of a character who , in spite of tragic loss and increasing decrepitude , knows in his bones that he is one of the luckiest men alive .","gives you the steady pulse of life in a beautiful city viewed through the eyes of a character who , in spite of tragic loss and increasing decrepitude , knows in his bones that he is one of the luckiest men alive .",981,True
460,"if you are an actor who can relate to the search for inner peace by dramatically depicting the lives of others onstage , then esther 's story is a compelling quest for truth . ","if you are an actor who can relate to the search for inner peace by dramatically depicting the lives of others onstage , then esther 's story is a dissuade quest for truth .","if you are an actor who can relate to the search for inner peace by dramatically depicting the lives of others onstage , then esther 's story is a dissuade quest for truth .",491,True
461,it 's too bad that the helping hand he uses to stir his ingredients is also a heavy one . ,it 's dont bad that the helping hand he uses to stir his ingredients is also a heavy one .,it 's dont bad that the helping hand he uses to stir his ingredients is also a heavy one .,129,True
462,"yes , dull . ","yes , vacuous .","yes , vacuous .",8,True
463,"some of their jokes work , but most fail miserably and in the end , pumpkin is far more offensive than it is funny . ","some of their jokes work , but most fail miserably and in the end , pumpkin is far more offensive than it is funny .","some of their jokes work , but most fail miserably and in the end , pumpkin is far more offensive than it is funny .",637,True
464,intriguing documentary which is emotionally diluted by focusing on the story 's least interesting subject . ,---,---,0,False
465,"shaky close-ups of turkey-on-rolls , stubbly chins , liver spots , red noses and the filmmakers new bobbed do draw easy chuckles but lead nowhere . ","shaky close-ups of turkey-on-rolls , stubbly chins , liver spots , red noses and the filmmakers new bobbed do draw easy chuckles but lead everywhere .","shaky close-ups of turkey-on-rolls , stubbly chins , liver spots , red noses and the filmmakers new bobbed do draw easy chuckles but lead everywhere .",446,True
466,"the inspirational screenplay by mike rich covers a lot of ground , perhaps too much , but ties things together , neatly , by the end . ","the inspirational screenplay by mike rich covers a lot of ground , perhaps too much , but neckties things together , neatly , by the end .","the inspirational screenplay by mike rich covers a lot of ground , perhaps too much , but neckties things together , neatly , by the end .",148,True
467,"ramsay , as in ratcatcher , remains a filmmaker with an acid viewpoint and a real gift for teasing chilly poetry out of lives and settings that might otherwise seem drab and sordid . ","ramsay , as in ratcatcher , ceases a filmmaker with an acid viewpoint and a real gift for teasing chilly poetry out of lives and settings that might otherwise seem drab and sordid .","ramsay , as in ratcatcher , ceases a filmmaker with an acid viewpoint and a real gift for teasing chilly poetry out of lives and settings that might otherwise seem drab and sordid .",55,True
468,the characters are interesting and often very creatively constructed from figure to backstory . ,the characters arent interesting and often very creatively constructed from figure to backstory .,the characters arent interesting and often very creatively constructed from figure to backstory .,156,True
469,so unremittingly awful that labeling it a dog probably constitutes cruelty to canines . ,so unremittingly awful that labeling it a dog probably constitutes cruelty to canines .,so unremittingly awful that labeling it a dog probably constitutes cruelty to canines .,442,True
470,reggio 's continual visual barrage is absorbing as well as thought-provoking . ,reggio 's continual visual barrage isnt absorbing as well as thought-provoking .,reggio 's continual visual barrage isnt absorbing as well as thought-provoking .,250,True
471,"adults will wish the movie were less simplistic , obvious , clumsily plotted and shallowly characterized . ","adults will wish the movie were less simplistic , obvious , clumsily plotted and shallowly characterized .","adults will wish the movie were less simplistic , obvious , clumsily plotted and shallowly characterized .",540,True
472,you will emerge with a clearer view of how the gears of justice grind on and the death report comes to share airtime alongside the farm report . ,you will emerge with a misinterpreted view of how the gears of justice grind on and the death report comes to share airtime alongside the farm report .,you will emerge with a misinterpreted view of how the gears of justice grind on and the death report comes to share airtime alongside the farm report .,14,True
473,"thanks to haynes ' absolute control of the film 's mood , and buoyed by three terrific performances , far from heaven actually pulls off this stylistic juggling act . ","thanks to haynes ' absolute control of the film 's mood , and buoyed by three terrific performances , far from bliss actually pulls off this stylistic juggling act .","thanks to haynes ' absolute control of the film 's mood , and buoyed by three terrific performances , far from bliss actually pulls off this stylistic juggling act .",400,True
474,the problem with this film is that it lacks focus . ,the problem with this film is that it fearlessly focus .,the problem with this film is that it fearlessly focus .,168,True
475,"belongs to daniel day-lewis as much as it belongs to martin scorsese ; it 's a memorable performance in a big , brassy , disturbing , unusual and highly successful film . ","belongs to daniel day-lewis as much as it belongs to martin scorsese ; it 's a memorable performance in a big , brassy , disturbing , unusual and highly successful film .","belongs to daniel day-lewis as much as it belongs to martin scorsese ; it 's a memorable performance in a big , brassy , disturbing , unusual and highly successful film .",884,True
476,involves two mysteries -- one it gives away and the other featuring such badly drawn characters that its outcome hardly matters . ,involves two mysteries -- one it gives away and the other featuring such badly drawn characters that its outcome hardly matters .,involves two mysteries -- one it gives away and the other featuring such badly drawn characters that its outcome hardly matters .,637,True
477,a tv style murder mystery with a few big screen moments ( including one that seems to be made for a different film altogether ) . ,---,---,0,False
478,a by-the-numbers patient/doctor pic that covers all the usual ground ,a by-the-numbers patient/doctor pic that covers all the generally ground,a by-the-numbers patient/doctor pic that covers all the generally ground,55,True
479,it 's a stunning lyrical work of considerable force and truth . ,it 's a stunning sappy work of considerable force and truth .,it 's a stunning sappy work of considerable force and truth .,341,True
480,"while undisputed is n't exactly a high , it is a gripping , tidy little movie that takes mr. hill higher than he 's been in a while . ","while undisputed is n't exactly a high , it is a gripping , disheveled little movie that takes mr. hill higher than he 's been in a while .","while undisputed is n't exactly a high , it is a gripping , disheveled little movie that takes mr. hill higher than he 's been in a while .",83,True
481,funny but perilously slight . ,funny but perilously little .,funny but perilously little .,3,True
482,cq 's reflection of artists and the love of cinema-and-self suggests nothing less than a new voice that deserves to be considered as a possible successor to the best european directors . ,cq 's reflection of artists and the love of cinema-and-self suggests nothing less than a new voice that deserves to be considered as a doubtful successor to the best european directors .,cq 's reflection of artists and the love of cinema-and-self suggests nothing less than a new voice that deserves to be considered as a doubtful successor to the best european directors .,25,True
483,"even if you do n't think ( kissinger 's ) any more guilty of criminal activity than most contemporary statesmen , he 'd sure make a courtroom trial great fun to watch . ","even if you do n't think ( kissinger 's ) any more guilty of criminal activity than most contemporary statesmen , he 'd sure make a courtroom trial great bored to watch .","even if you do n't think ( kissinger 's ) any more guilty of criminal activity than most contemporary statesmen , he 'd sure make a courtroom trial great bored to watch .",414,True
484,"dazzling in its complexity , disturbing for its extraordinary themes , the piano teacher is a film that defies categorisation . ","faltering in its complexity , disturbing for its extraordinary themes , the piano teacher is a film that defies categorisation .","faltering in its complexity , disturbing for its extraordinary themes , the piano teacher is a film that defies categorisation .",162,True
485,a literate presentation that wonderfully weaves a murderous event in 1873 with murderous rage in 2002 . ,a literate presentation that wonderfully weaves a murderous event in 1873 with murderous rage in 2002 .,a literate presentation that wonderfully weaves a murderous event in 1873 with murderous rage in 2002 .,392,True
486,the script is n't very good ; not even someone as gifted as hoffman ( the actor ) can make it work . ,the script is nt very good ; not even someone as gifted as hoffman ( the actor ) can make it work .,the script is nt very good ; not even someone as gifted as hoffman ( the actor ) can make it work .,589,True
487,"( e ) ventually , every idea in this film is flushed down the latrine of heroism . ","( e ) ventually , every idea in this film is flushed down the latrine of heroism .","( e ) ventually , every idea in this film is flushed down the latrine of heroism .",393,True
488,"a cartoon that 's truly cinematic in scope , and a story that 's compelling and heartfelt -- even if the heart belongs to a big , four-legged herbivore . ","a cartoon that 's truly cinematic in scope , and a story that 's compelling and heartfelt -- even if the heart belongs to a big , four-legged herbivore .","a cartoon that 's truly cinematic in scope , and a story that 's compelling and heartfelt -- even if the heart belongs to a big , four-legged herbivore .",738,True
489,"it 's dumb , but more importantly , it 's just not scary . ","it 's dumb , but more importantly , it 's just not terrifying .","it 's dumb , but more importantly , it 's just not terrifying .",150,True
490,detox is ultimately a pointless endeavor . ,detox is ultimately a pointless endeavor .,detox is ultimately a pointless endeavor .,245,True
491,"as a rumor of angels reveals itself to be a sudsy tub of supernatural hokum , not even ms. redgrave 's noblest efforts can redeem it from hopeless sentimentality . ","as a rumor of angels reveals itself to be a sudsy tub of supernatural hokum , not even ms. redgrave 's noblest efforts can redeem it from hopeless sentimentality .","as a rumor of angels reveals itself to be a sudsy tub of supernatural hokum , not even ms. redgrave 's noblest efforts can redeem it from hopeless sentimentality .",835,True
492,an exquisitely crafted and acted tale . ,an exquisitely crafted and acted tale .,an exquisitely crafted and acted tale .,196,True
493,this is so bad . ,this is so decent .,this is so decent .,117,True
494,"it showcases carvey 's talent for voices , but not nearly enough and not without taxing every drop of one 's patience to get to the good stuff . ",---,---,0,False
495,light years / several warp speeds / levels and levels of dilithium crystals better than the pitiful insurrection . ,light years / several warp speeds / levels and levels of dilithium crystals better than the tiresome insurrection .,light years / several warp speeds / levels and levels of dilithium crystals better than the tiresome insurrection .,23,True
496,"it 's about following your dreams , no matter what your parents think . ",---,---,0,False
497,the overall effect is less like a children 's movie than a recruitment film for future hollywood sellouts . ,the overall effect is less like a children 's movie than a recruitment film for future bollywood sellouts .,the overall effect is less like a children 's movie than a recruitment film for future bollywood sellouts .,3,True
498,"anchored by friel and williams 's exceptional performances , the film 's power lies in its complexity . ","anchored by friel and williams 's exceptional performances , the film 's power lies in its complicate .","anchored by friel and williams 's exceptional performances , the film 's power lies in its complicate .",355,True
499,"unlike the speedy wham-bam effect of most hollywood offerings , character development -- and more importantly , character empathy -- is at the heart of italian for beginners . ","unlike the speedy wham-bam effect of most hollywood offerings , character development -- and more importantly , character empathy -- is at the aortic of italian for beginners .","unlike the speedy wham-bam effect of most hollywood offerings , character development -- and more importantly , character empathy -- is at the aortic of italian for beginners .",14,True
500,a sequel that 's much too big for its britches . ,a sequel that 's well too big for its britches .,a sequel that 's well too big for its britches .,103,True
501,"harrison 's flowers puts its heart in the right place , but its brains are in no particular place at all . ",---,---,0,False
502,"deadeningly dull , mired in convoluted melodrama , nonsensical jargon and stiff-upper-lip laboriousness . ","deadeningly dull , mired in convoluted melodrama , nonsensical jargon and stiff-upper-lip laboriousness .","deadeningly dull , mired in convoluted melodrama , nonsensical jargon and stiff-upper-lip laboriousness .",444,True
503,"dragonfly has no atmosphere , no tension -- nothing but costner , flailing away . ","dragonfly has no atmosphere , no tension -- nothing but costner , swaying away .","dragonfly has no atmosphere , no tension -- nothing but costner , swaying away .",349,True
504,"the film is powerful , accessible and funny . ","the film wasnt powerful , accessible and funny .","the film wasnt powerful , accessible and funny .",73,True
505,and that 's a big part of why we go to the movies . ,and that 's a big part of why we vas to the movies .,and that 's a big part of why we vas to the movies .,6,True
506,"crackerjack entertainment -- nonstop romance , music , suspense and action . ","crackerjack entertainment -- nonstop cliched , music , suspense and action .","crackerjack entertainment -- nonstop cliched , music , suspense and action .",159,True
507,the minor figures surrounding ( bobby ) ... form a gritty urban mosaic . ,the minor figures surrounding ( bobby ) ... form a rougher urban mosaic .,the minor figures surrounding ( bobby ) ... form a rougher urban mosaic .,52,True
508,"a poignant and compelling story about relationships , food of love takes us on a bumpy but satisfying journey of the heart . ","a poignant and compelling story about relationships , food of love takes us on a bumpy but satisfying journey of the heart .","a poignant and compelling story about relationships , food of love takes us on a bumpy but satisfying journey of the heart .",539,True
509,a movie that successfully crushes a best selling novel into a timeframe that mandates that you avoid the godzilla sized soda . ,a movie that successfully crushes a best resell novel into a timeframe that mandates that you avoid the godzilla sized soda .,a movie that successfully crushes a best resell novel into a timeframe that mandates that you avoid the godzilla sized soda .,5,True
510,"the vivid lead performances sustain interest and empathy , but the journey is far more interesting than the final destination . ","the vivid lead performances sustain interest and empathy , but the journey is far more ahhhh than the final destination .","the vivid lead performances sustain interest and empathy , but the journey is far more ahhhh than the final destination .",101,True
511,lapaglia 's ability to convey grief and hope works with weaver 's sensitive reactions to make this a two-actor master class . ,lapaglia 's ability to convey grief and hope works with weaver 's sensitive reactions to make this a two-actor master class .,lapaglia 's ability to convey grief and hope works with weaver 's sensitive reactions to make this a two-actor master class .,639,True
512,villeneuve spends too much time wallowing in bibi 's generic angst ( there are a lot of shots of her gazing out windows ) . ,villeneuve spends too much time wallowing in bibi 's generic angst ( there are a lot of shots of her gazing out windows ) .,villeneuve spends too much time wallowing in bibi 's generic angst ( there are a lot of shots of her gazing out windows ) .,686,True
513,"care deftly captures the wonder and menace of growing up , but he never really embraces the joy of fuhrman 's destructive escapism or the grace-in-rebellion found by his characters . ","heartedly deftly captures the wonder and menace of growing up , but he never really embraces the joy of fuhrman 's destructive escapism or the grace-in-rebellion found by his characters .","heartedly deftly captures the wonder and menace of growing up , but he never really embraces the joy of fuhrman 's destructive escapism or the grace-in-rebellion found by his characters .",77,True
514,"this is an egotistical endeavor from the daughter of horror director dario argento ( a producer here ) , but her raw performance and utter fearlessness make it strangely magnetic . ","this is an egotistical endeavor from the daughter of horror director dario argento ( a producer here ) , but her raw performance and utter fearlessness make it stupid magnetic .","this is an egotistical endeavor from the daughter of horror director dario argento ( a producer here ) , but her raw performance and utter fearlessness make it stupid magnetic .",341,True
515,"if looking for a thrilling sci-fi cinematic ride , do n't settle for this imposter . ","if looking for a thrilling sci-fi cinematic ride , do n't settle for this enticement .","if looking for a thrilling sci-fi cinematic ride , do n't settle for this enticement .",39,True
516,plays like a volatile and overlong w magazine fashion spread . ,plays like a volatile and partway w magazine fashion spread .,plays like a volatile and partway w magazine fashion spread .,1,True
517,"not far beneath the surface , this reconfigured tale asks disturbing questions about those things we expect from military epics . ","not quite beneath the surface , this reconfigured tale asks disturbing questions about those things we expect from military epics .","not quite beneath the surface , this reconfigured tale asks disturbing questions about those things we expect from military epics .",11,True
518,michael gerbosi 's script is economically packed with telling scenes . ,michael gerbosi 's script is economically packing with telling scenes .,michael gerbosi 's script is economically packing with telling scenes .,52,True
519,moretti 's compelling anatomy of grief and the difficult process of adapting to loss . ,---,---,0,False
520,so refreshingly incisive is grant that for the first time he 'll probably appeal more to guys than to their girlfriends who drag them to this movie for the hugh factor . ,so jabbering incisive is grant that for the first time he 'll probably appeal more to guys than to their girlfriends who drag them to this movie for the hugh factor .,so jabbering incisive is grant that for the first time he 'll probably appeal more to guys than to their girlfriends who drag them to this movie for the hugh factor .,72,True
521,"comes off like a rejected abc afterschool special , freshened up by the dunce of a screenwriting 101 class . ","comes off like a goldi abc afterschool special , freshened up by the dunce of a screenwriting 101 class .","comes off like a goldi abc afterschool special , freshened up by the dunce of a screenwriting 101 class .",82,True
522,"it has its moments of swaggering camaraderie , but more often just feels generic , derivative and done to death . ","it has its moments of swaggering camaraderie , but more often just feels generic , derivative and done to death .","it has its moments of swaggering camaraderie , but more often just feels generic , derivative and done to death .",588,True
523,a romantic comedy enriched by a sharp eye for manners and mores . ,a romantic comedy enriched by a dull eye for manners and mores .,a romantic comedy enriched by a dull eye for manners and mores .,307,True
524,the fly-on-the-wall method used to document rural french school life is a refreshing departure from the now more prevalent technique of the docu-makers being a visible part of their work . ,the fly-on-the-wall method used to document rural french school life is a childishly departure from the now more prevalent technique of the docu-makers being a visible part of their work .,the fly-on-the-wall method used to document rural french school life is a childishly departure from the now more prevalent technique of the docu-makers being a visible part of their work .,738,True
525,rare birds has more than enough charm to make it memorable . ,rare birds has more than blakeney charm to make it memorable .,rare birds has more than blakeney charm to make it memorable .,13,True
526,it 's a bit disappointing that it only manages to be decent instead of dead brilliant . ,it 's a bit unexpected that it only manages to be decent instead of dead brilliant .,it 's a bit unexpected that it only manages to be decent instead of dead brilliant .,488,True
527,it has all the excitement of eating oatmeal . ,it ont all the excitement of eating oatmeal .,it ont all the excitement of eating oatmeal .,3,True
528,"it haunts , horrifies , startles and fascinates ; it is impossible to look away . ","it haunts , horrifies , startles and fascinates ; it is nonsense to look away .","it haunts , horrifies , startles and fascinates ; it is nonsense to look away .",171,True
529,"for close to two hours the audience is forced to endure three terminally depressed , mostly inarticulate , hyper dysfunctional families for the price of one . ","for close to two hours the audience is forced to endure three terminally depressed , mostly inarticulate , hyper dysfunctional families for the price of one .","for close to two hours the audience is forced to endure three terminally depressed , mostly inarticulate , hyper dysfunctional families for the price of one .",686,True
530,a superbly acted and funny/gritty fable of the humanizing of one woman at the hands of the unseen forces of fate . ,a superbly acted and funny/gritty fable of the humanizing of one woman at the hands of the unseen forces of fate .,a superbly acted and funny/gritty fable of the humanizing of one woman at the hands of the unseen forces of fate .,492,True
531,"( t ) here 's only so much anyone can do with a florid , overplotted , anne rice rock 'n' roll vampire novel before the built-in silliness of the whole affair defeats them . ","( t ) here 's only so much anyone can do with a florid , overplotted , anne rice rock 'n' roll vampire novel before the built-in silliness of the whole affair defeats them .","( t ) here 's only so much anyone can do with a florid , overplotted , anne rice rock 'n' roll vampire novel before the built-in silliness of the whole affair defeats them .",1000,True
532,"for anyone unfamiliar with pentacostal practices in general and theatrical phenomenon of hell houses in particular , it 's an eye-opener . ","for anyone unfamiliar with pentacostal practices in general and theatrical phenomenon of hell houses in particular , it naa an eye-opener .","for anyone unfamiliar with pentacostal practices in general and theatrical phenomenon of hell houses in particular , it naa an eye-opener .",78,True
533,"`` mostly martha '' is a bright , light modern day family parable that wears its heart on its sleeve for all to see . ","`` mostly martha '' is a bright , light modern day family parable that garb its heart on its sleeve for all to see .","`` mostly martha '' is a bright , light modern day family parable that garb its heart on its sleeve for all to see .",556,True
534,i just loved every minute of this film . ,i just aimer every minute of this film .,i just aimer every minute of this film .,201,True
535,"a quiet , pure , elliptical film ","a quiet , pure , sedentary film","a quiet , pure , sedentary film",6,True
536,"a disappointment for those who love alternate versions of the bard , particularly ones that involve deep fryers and hamburgers . ","a hopes for those who love alternate versions of the bard , particularly ones that involve deep fryers and hamburgers .","a hopes for those who love alternate versions of the bard , particularly ones that involve deep fryers and hamburgers .",7,True
537,"a simple , but gritty and well-acted ensemble drama that encompasses a potent metaphor for a country still dealing with its fascist past . ","a simple , but gritty and ransacking ensemble drama that encompasses a potent metaphor for a country still dealing with its fascist past .","a simple , but gritty and ransacking ensemble drama that encompasses a potent metaphor for a country still dealing with its fascist past .",240,True
538,"it 's so mediocre , despite the dynamic duo on the marquee , that we just ca n't get no satisfaction . ","it 's so decent , despite the dynamic duo on the marquee , that we just ca n't get no satisfaction .","it 's so decent , despite the dynamic duo on the marquee , that we just ca n't get no satisfaction .",16,True
539,do not see this film . ,do not vue this film .,do not vue this film .,55,True
540,binoche makes it interesting trying to find out . ,binoche rend it interesting trying to find out .,binoche rend it interesting trying to find out .,50,True
541,the most compelling wiseman epic of recent years . ,the whatsoever compelling wiseman epic of recent years .,the whatsoever compelling wiseman epic of recent years .,123,True
542,there 's no emotional pulse to solaris . ,there 's no emotional unconscious to solaris .,there 's no emotional unconscious to solaris .,85,True
543,"for each chuckle there are at least 10 complete misses , many coming from the amazingly lifelike tara reid , whose acting skills are comparable to a cardboard cutout . ","for each chuckle there are at least 10 complete misses , many coming from the nicely lifelike tara reid , whose acting skills are comparable to a cardboard cutout .","for each chuckle there are at least 10 complete misses , many coming from the nicely lifelike tara reid , whose acting skills are comparable to a cardboard cutout .",513,True
544,"although huppert 's intensity and focus has a raw exhilaration about it , the piano teacher is anything but fun . ",---,---,0,False
545,"from the opening scenes , it 's clear that all about the benjamins is a totally formulaic movie . ","from the opening scenes , it 's clear that all about the benjamins is a nicely formulaic movie .","from the opening scenes , it 's clear that all about the benjamins is a nicely formulaic movie .",91,True
546,"on the heels of the ring comes a similarly morose and humorless horror movie that , although flawed , is to be commended for its straight-ahead approach to creepiness . ",---,---,0,False
547,"the film is based on truth and yet there is something about it that feels incomplete , as if the real story starts just around the corner . ","the film is based on truth and yet there is something about it that rejoices incomplete , as if the real story starts just around the corner .","the film is based on truth and yet there is something about it that rejoices incomplete , as if the real story starts just around the corner .",68,True
548,"i 've always dreamed of attending cannes , but after seeing this film , it 's not that big a deal . ","i 've always dreamed of attending cannes , but after seeing this film , it 's pas that big a deal .","i 've always dreamed of attending cannes , but after seeing this film , it 's pas that big a deal .",100,True
549,a coarse and stupid gross-out . ,a coarse and stupid pleasanter .,a coarse and stupid pleasanter .,64,True
550,... nothing scary here except for some awful acting and lame special effects . ,... nothing scary here except for some awful acting and lame special effects .,... nothing scary here except for some awful acting and lame special effects .,392,True
551,nothing in waking up in reno ever inspired me to think of its inhabitants as anything more than markers in a screenplay . ,wont in waking up in reno ever inspired me to think of its inhabitants as anything more than markers in a screenplay .,wont in waking up in reno ever inspired me to think of its inhabitants as anything more than markers in a screenplay .,77,True
552,here 's yet another studio horror franchise mucking up its storyline with glitches casual fans could correct in their sleep . ,here 's yet another studio horror franchise mucking up its storyline with glitches casual fans could correct in their sleep .,here 's yet another studio horror franchise mucking up its storyline with glitches casual fans could correct in their sleep .,588,True
553,"so unassuming and pure of heart , you ca n't help but warmly extend your arms and yell ` safe ! ' ","so unassuming and pure of heart , you ca n't help but warmly extend your arms and yell ` safe ! '","so unassuming and pure of heart , you ca n't help but warmly extend your arms and yell ` safe ! '",540,True
554,it treats women like idiots . ,it treats women like comical .,it treats women like comical .,83,True
555,"... plot holes so large and obvious a marching band might as well be stomping through them in clown clothes , playing a college football fight song on untuned instruments . ","... plot holes so large and obvious a marching band might as well be stomping through them in clown clothes , playing a college football fight song on untuned instruments .","... plot holes so large and obvious a marching band might as well be stomping through them in clown clothes , playing a college football fight song on untuned instruments .",981,True
556,but it 's too long and too convoluted and it ends in a muddle . ,but it 's too long and too convoluted and it ends in a enjoyin .,but it 's too long and too convoluted and it ends in a enjoyin .,136,True
